asset,market_id,market_slug,token_id,lag_hours,signal_time_ns,entry_time_ns,exit_time_ns,side,notional_usd,probability_change,gross_return,net_return,pnl_usd
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775646000000000000,1775649600000000000,1775653200000000000,-1,10.0,0.01999999999999999,0.00654817859097756,0.00254817859097756,0.025481785909775602
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775649600000000000,1775653200000000000,1775656800000000000,1,10.0,-0.0050000000000000044,-0.009596786369163723,-0.013596786369163723,-0.13596786369163724
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775653200000000000,1775656800000000000,1775660400000000000,-1,10.0,0.010000000000000009,-0.005600111009452569,-0.009600111009452569,-0.0960011100945257
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775660400000000000,1775664000000000000,1775667600000000000,-1,10.0,0.009999999999999981,-0.003995553203048452,-0.007995553203048452,-0.07995553203048453
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775674800000000000,1775678400000000000,1775682000000000000,1,10.0,-0.009999999999999981,0.002500387752051081,-0.0014996122479489192,-0.014996122479489192
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775685600000000000,1775689200000000000,1775692800000000000,-1,10.0,0.009999999999999981,0.003579995083715315,-0.00042000491628468514,-0.004200049162846851
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775692800000000000,1775696400000000000,1775700000000000000,1,10.0,-0.004999999999999977,0.0018574941747995233,-0.002142505825200477,-0.021425058252004768
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775700000000000000,1775703600000000000,1775707200000000000,-1,10.0,0.004999999999999977,0.0029635570798504096,-0.0010364429201495905,-0.010364429201495905
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775750400000000000,1775754000000000000,1775757600000000000,1,10.0,-0.009999999999999981,-0.0063416159980118625,-0.010341615998011863,-0.10341615998011863
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775847600000000000,1775851200000000000,1775854800000000000,-1,10.0,0.009999999999999981,0.0023310534873246525,-0.0016689465126753476,-0.016689465126753476
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775869200000000000,1775872800000000000,1775876400000000000,-1,10.0,0.0050000000000000044,0.0013696683289348144,-0.0026303316710651857,-0.026303316710651857
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775872800000000000,1775876400000000000,1775880000000000000,1,10.0,-0.014999999999999986,-0.0008309702260143048,-0.004830970226014305,-0.04830970226014305
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775876400000000000,1775880000000000000,1775883600000000000,1,10.0,-0.010000000000000009,-0.0011510027733947492,-0.005151002773394749,-0.05151002773394749
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775937600000000000,1775941200000000000,1775944800000000000,-1,10.0,0.010000000000000009,0.0006949755839265048,-0.0033050244160734953,-0.03305024416073495
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775948400000000000,1775952000000000000,1775955600000000000,-1,10.0,0.009999999999999981,0.01965340429852458,0.01565340429852458,0.15653404298524579
BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,1,1775959200000000000,1775962800000000000,1775966400000000000,1,10.0,-0.004999999999999977,-0.0017691626815343753,-0.005769162681534375,-0.057691626815343754
