stage,stage_rank,market_id,market_slug,asset,volume_1mo_usd,volume_total_usd,wallet_flow_rows,market_flow_hourly_rows,whale_flow_hourly_rows,undercovered,selection_reason
stage_3_breadth,24,1068384,will-el-salvador-hold-1b-of-btc-by-december-31-2026,BTC,1168.2603599999998,7439.463261,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,25,2088758,btc-updown-4h-1777320000,BTC,7372.302693000001,7372.302692999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,26,1696384,will-bitcoin-outperform-nvidia-nvda-in-april-2026,BTC,6711.016354999999,7045.96854,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,27,2053353,will-the-price-of-bitcoin-be-less-than-70000-on-april-29,BTC,7025.333033999999,7025.333033999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,28,1667098,will-the-bitcoin-volatility-index-dip-to-40-by-april-30,BTC,0.0,6992.915608,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,29,2086787,will-the-price-of-bitcoin-be-between-78000-80000-on-may-3,BTC,6823.884331999998,6823.884331999995,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,30,2086858,bitcoin-above-76k-on-may-3,BTC,6477.396400000003,6477.396399999995,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,31,676844,bitcoin-more-valuable-than-any-company-before-2027,BTC,0.0,6336.476872000001,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,32,1295999,will-june-be-the-best-month-for-bitcoin-in-2026,BTC,1533.527503,6300.880933,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,33,1295998,will-may-be-the-best-month-for-bitcoin-in-2026,BTC,1279.62596,6025.195849999998,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,34,2044415,will-the-price-of-bitcoin-be-between-72000-74000-on-april-28,BTC,5971.534795,5971.534795,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,35,2086789,will-the-price-of-bitcoin-be-between-80000-82000-on-may-3,BTC,5868.25718600002,5868.257186000014,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,36,2044417,will-the-price-of-bitcoin-be-between-74000-76000-on-april-28,BTC,5867.380862999999,5867.380862999997,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,37,2091281,will-bitcoin-dip-to-73k-on-april-27,BTC,5803.682712,5803.682712,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,38,2044422,will-the-price-of-bitcoin-be-between-78000-80000-on-april-28,BTC,5799.3974579999995,5799.397458000002,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,39,2068934,bitcoin-above-80k-on-may-1,BTC,5788.000167000001,5788.000167000003,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,40,2068936,bitcoin-above-82k-on-may-1,BTC,5699.917394000002,5699.917394000004,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,41,1296002,will-september-be-the-best-month-for-bitcoin-in-2026,BTC,977.4168739999999,5599.453682,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,42,1696383,will-bitcoin-outperform-the-sp-500-in-april-2026,BTC,5079.916515999999,5457.904783999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,43,1296001,will-august-be-the-best-month-for-bitcoin-in-2026,BTC,808.3272669999999,5410.2153690000005,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,44,2078310,bitcoin-above-78k-on-may-2,BTC,5361.555710999997,5361.555711000016,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,45,2060948,bitcoin-above-68k-on-april-30,BTC,5358.276282999999,5358.276282999997,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,46,1296000,will-july-be-the-best-month-for-bitcoin-in-2026,BTC,1271.620834,5293.355153,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,47,2068938,bitcoin-above-84k-on-may-1,BTC,5224.838322,5224.838321999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,48,2044413,will-the-price-of-bitcoin-be-between-70000-72000-on-april-28,BTC,5220.620723,5220.620723000001,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,49,2053355,will-the-price-of-bitcoin-be-between-70000-72000-on-april-29,BTC,5173.840829999999,5173.840829999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,50,1821265,bitcoin-quantum-resistant-upgrade-implemented-in-2026,BTC,0.0,947.8538879999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,51,2053361,will-the-price-of-bitcoin-be-between-76000-78000-on-april-29,BTC,938.959948,938.9599479999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,52,2091227,will-bitcoin-reach-92k-april-27-may-3,BTC,888.2035,888.2035,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,53,2091236,will-bitcoin-reach-84k-on-april-27,BTC,882.506666,882.506666,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,54,2060901,will-the-price-of-bitcoin-be-between-74000-76000-on-april-30,BTC,875.60164,875.6016400000001,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,55,2091223,will-bitcoin-reach-94k-april-27-may-3,BTC,848.1600000000002,848.1600000000002,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,56,2060896,will-the-price-of-bitcoin-be-between-70000-72000-on-april-30,BTC,833.509859,833.5098589999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,57,2092256,microstrategy-announces-1000-btc-purchase-april-28-may-4,BTC,829.986094,829.986094,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,58,1665516,will-the-bitcoin-realized-volatility-index-hit-80-by-april-30,BTC,0.0,826.2589069999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,59,2053368,will-the-price-of-bitcoin-be-between-82000-84000-on-april-29,BTC,779.967414,779.967414,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,60,2086780,will-the-price-of-bitcoin-be-between-72000-74000-on-may-3,BTC,736.7079049999999,736.7079050000002,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,61,2086864,bitcoin-above-80k-on-may-3,BTC,717.9799299999993,717.9799299999993,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,62,2089450,btc-updown-15m-1777326300,BTC,677.74638,677.7463799999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,63,2060904,will-the-price-of-bitcoin-be-between-76000-78000-on-april-30,BTC,655.668551,655.6685509999999,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,64,2086777,will-the-price-of-bitcoin-be-less-than-70000-on-may-3,BTC,563.8037569999998,563.8037569999998,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,65,2060908,will-the-price-of-bitcoin-be-between-78000-80000-on-april-30,BTC,558.465969,558.4659690000003,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,66,2099278,bitcoin-above-74800-on-april-27-2026-4pm-et,BTC,549.991,549.991,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,67,2060898,will-the-price-of-bitcoin-be-between-72000-74000-on-april-30,BTC,532.0731820000001,532.073182,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,68,2099989,bitcoin-above-76600-on-april-27-2026-6pm-et,BTC,78.6407,78.6407,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,69,2090545,btc-updown-15m-1777337100,BTC,76.577842,76.577842,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,70,2059401,bitcoin-etf-flows-on-april-27,BTC,75.993416,75.993416,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,71,2060915,will-the-price-of-bitcoin-be-between-82000-84000-on-april-30,BTC,72.987776,72.987776,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,72,2080730,bitcoin-up-or-down-april-27-2026-7pm-et,BTC,64.137249,64.137249,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,73,2096073,btc-updown-5m-1777380900,BTC,58.823526,58.823526,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,74,2090398,btc-updown-15m-1777334400,BTC,56.97,56.97,0,0,0,True,"priority_asset,active,undercovered,volume"
stage_3_breadth,75,2090447,btc-updown-15m-1777335300,BTC,56.97,56.97,0,0,0,True,"priority_asset,active,undercovered,volume"
