market_id,market_slug,asset,is_active,is_closed,is_archived,volume_1mo_usd,volume_total_usd,wallet_flow_rows,trade_rows,copy_rows,market_flow_hourly_rows,whale_flow_hourly_rows,observed_flow_hours,first_flow_hour_ns,last_flow_hour_ns,coverage_span_hours,continuity_ratio,missing_hours_estimate,recent_coverage,coverage_need
1473059,will-ethereum-reach-3200-in-march-2026,ETH,True,True,False,0.0,997433.0805379985,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1474309,xrp-updown-5m-1772435700,XRP,True,True,False,0.0,999.274803,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1474917,sol-updown-5m-1772445600,SOL,True,True,False,0.0,9966.63867,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1478056,btc-updown-15m-1772480700,BTC,True,True,False,0.0,99837.60502,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1482779,btc-updown-5m-1772539200,BTC,True,True,False,99638.71741399997,99638.717414,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1488089,sol-updown-5m-1772587200,SOL,True,True,False,9995.910134000003,9995.910134,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1492323,eth-updown-5m-1772634300,ETH,True,True,False,0.0,9965.029775,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1493136,sol-updown-5m-1772643300,SOL,True,True,False,9970.200541000007,9970.200541,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1541322,ethereal-fdv-above-50m-one-day-after-launch-232,ETH,True,False,False,3172.8119719999995,6394.751325000003,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1541325,ethereal-fdv-above-300m-one-day-after-launch-833,ETH,True,False,False,0.0,647.73,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1541327,ethereal-fdv-above-500m-one-day-after-launch-597,ETH,True,False,False,0.0,5214.728826,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1541328,ethereal-fdv-above-600m-one-day-after-launch-816,ETH,True,False,False,0.0,9.658716,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1541748,megaeth-market-cap-fdv-600m-one-day-after-launch-185,ETH,True,False,False,809146.1588280014,871753.4592719999,203,195,8,25,24,25,1776715200000000000,1777647600000000000,259,0.0962,235,False,continuity_repair
1584738,eth-updown-5m-1773556200,ETH,True,True,False,0.0,9999.258738000008,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1652116,xrp-above-0pt9-on-march-26,XRP,True,True,False,0.0,9966.863339,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1662771,btc-updown-15m-1774107000,BTC,True,True,False,0.0,99646.58075499978,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1665516,will-the-bitcoin-realized-volatility-index-hit-80-by-april-30,BTC,True,False,False,0.0,826.2589069999999,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
1665517,will-the-bitcoin-realized-volatility-index-hit-70-by-april-30,BTC,True,False,False,74.16524,74.16524,0,0,0,0,0,0,,,0,0.0000,0,False,breadth
