rank,asset,symbol,market_id,market_slug,token_id,question,horizon_hours,segment_type,segment_value,combined_regime,simplicity,sample_count,train_samples,test_samples,learned_direction,train_direction_match_rate,test_direction_match_rate,train_average_forward_return,test_average_forward_return,train_win_rate,test_win_rate,full_correlation,train_correlation,test_correlation,train_test_direction_match,stability,baseline_test_average_forward_return,test_improvement_over_baseline,score,grade,filter_reason
93,BTC,BTCUSDT,701493,will-bitcoin-reach-130000-by-december-31-2026-756-151-855,106722178102302988256241610384561546855057790384749278490135208236665942286983,"Will Bitcoin reach $130,000 by December 31, 2026?",1,funding_direction,negative,,1.0,648,388,260,1,0.5833333333333334,0.5652173913043478,7.09423551052377e-05,-1.3767242937005818e-05,0.05412371134020619,0.05,0.0331689494606945,0.045392000447887215,0.009310068706489712,False,0.30186201374129795,-8.238945764519946e-06,-5.528297172485872e-06,2.501862013741298,WEAK,train_test_direction_mismatch
94,BTC,BTCUSDT,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",24,funding_direction,negative,,1.0,352,211,141,1,0.7727272727272727,0.4166666666666667,0.00015665265055295123,-8.12045532663727e-05,0.08056872037914692,0.07092198581560284,0.0111826342814126,0.07902145559369493,-0.06156238344177326,False,0.012312476688354654,-7.333743020126564e-05,-7.867123065107066e-06,2.212312476688355,WEAK,train_test_direction_mismatch
95,BTC,BTCUSDT,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",4,funding_intensity,low,,1.0,311,186,125,1,0.5454545454545454,0.2857142857142857,8.204954562057601e-05,-0.0001378096418708875,0.16129032258064516,0.016,-0.026026744847539595,0.0053906916071640824,-0.23881993865237766,False,0.0010781383214328165,-0.00012953815285609782,-8.27148901478967e-06,2.201078138321433,WEAK,train_test_direction_mismatch
96,BTC,BTCUSDT,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",24,funding_intensity,low,,1.0,348,208,140,1,0.65,0.4166666666666667,0.00010283830373368715,-8.178458578970394e-05,0.0625,0.07142857142857142,-0.013187974503326403,0.023951576169718852,-0.06960459485615446,False,0.0047903152339437705,-7.333743020126564e-05,-8.447155588438301e-06,2.204790315233944,WEAK,train_test_direction_mismatch
97,ETH,ETHUSDT,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,funding_direction,negative,,1.0,567,340,227,-1,0.6031746031746031,0.504950495049505,8.351303425828184e-05,-4.4200577236290915e-05,0.11176470588235295,0.22466960352422907,0.027072611096922373,-0.008837538819747129,0.0784569566848855,False,0.0017675077639494258,-3.460415668098621e-05,-9.596420555304707e-06,2.20176750776395,WEAK,train_test_direction_mismatch
98,ETH,ETHUSDT,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,funding_intensity,low,,1.0,566,339,227,-1,0.609375,0.504950495049505,1.801020141398047e-05,-4.4200577236290915e-05,0.11504424778761062,0.22466960352422907,0.03511184037089147,0.008470720909599683,0.0784569566848855,False,0.3016941441819199,-3.460415668098621e-05,-9.596420555304707e-06,2.5016941441819203,WEAK,train_test_direction_mismatch
99,BTC,BTCUSDT,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",24,funding_direction,negative,,1.0,628,376,252,1,0.5747126436781609,0.4696969696969697,8.518232833506694e-05,-0.00024385550294903899,0.13297872340425532,0.12301587301587301,-0.05680970891208164,0.008463731331207558,-0.1787380640576962,False,0.0016927462662415117,-0.00023372908152079178,-1.0126421428247203e-05,2.2016927462662417,WEAK,train_test_direction_mismatch
100,BTC,BTCUSDT,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,funding_intensity,low,,1.0,532,319,213,-1,0.4626865671641791,0.4166666666666667,4.492942576676514e-05,-2.8974953634478758e-05,0.09717868338557993,0.07042253521126761,-0.024195306831071114,-0.0398717494544838,-0.010865026859128385,False,0.3021730053718257,-1.5602608877679067e-05,-1.337234475679969e-05,2.5021730053718256,WEAK,train_test_direction_mismatch
101,BTC,BTCUSDT,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,funding_direction,negative,,1.0,523,313,210,-1,0.4626865671641791,0.4166666666666667,2.5183468903887052e-05,-2.938888154354274e-05,0.09904153354632587,0.07142857142857142,-0.02664373365352372,-0.044527850156766705,-0.010834887884074832,False,0.30216697757681493,-1.5602608877679067e-05,-1.3786272665863673e-05,2.502166977576815,WEAK,train_test_direction_mismatch
102,BTC,BTCUSDT,701493,will-bitcoin-reach-130000-by-december-31-2026-756-151-855,106722178102302988256241610384561546855057790384749278490135208236665942286983,"Will Bitcoin reach $130,000 by December 31, 2026?",24,funding_direction,negative,,1.0,625,375,250,-1,0.47058823529411764,0.5,4.096695074167607e-05,-0.00011418175099645675,0.042666666666666665,0.048,0.00036063119433799707,-0.03791286567381781,0.06921775992149708,False,0.007582573134763563,-9.91373245974097e-05,-1.5044426399047053e-05,2.2075825731347636,WEAK,train_test_direction_mismatch
103,BTC,BTCUSDT,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,4,funding_direction,positive,,1.0,34,20,14,-1,1.0,0.0,0.0008026656851030502,-1.8391269879132416e-05,0.1,0.0,-0.18828955813036824,-0.4233698369822342,-0.012322901152524242,False,0.3024645802305048,-2.0129810604762485e-06,-1.6378288818656167e-05,1.8424645802305049,WEAK,train_test_direction_mismatch
104,ETH,ETHUSDT,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,funding_direction,negative,,1.0,627,376,251,1,0.5,0.46987951807228917,0.00026839563369338866,-8.650706341971432e-05,0.1675531914893617,0.1553784860557769,0.03472778527875621,0.0521697857287051,-0.022390285928771844,False,0.004478057185754369,-6.813371612628682e-05,-1.8373347293427505e-05,2.2044780571857547,WEAK,train_test_direction_mismatch
105,ETH,ETHUSDT,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,funding_intensity,low,,1.0,627,376,251,1,0.5079365079365079,0.46987951807228917,0.0002703069355612377,-8.650706341971432e-05,0.1702127659574468,0.1553784860557769,0.0352947543824564,0.05249281449556202,-0.022390285928771844,False,0.004478057185754369,-6.813371612628682e-05,-1.8373347293427505e-05,2.2044780571857547,WEAK,train_test_direction_mismatch
106,BTC,BTCUSDT,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",24,funding_direction,negative,,1.0,276,165,111,-1,0.5609756097560976,0.4,0.0002359090148167614,-8.020919988465001e-05,0.1393939393939394,0.036036036036036036,-0.043931904658587345,-0.10115125506923847,0.14477257386640652,False,0.020230251013847695,-6.034855279055471e-05,-1.9860647094095304e-05,2.220230251013848,WEAK,train_test_direction_mismatch
107,BTC,BTCUSDT,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",1,funding_direction,negative,,1.0,375,225,150,1,0.5185185185185185,0.3684210526315789,1.0067538238611748e-05,-2.711872041296859e-05,0.06222222222222222,0.04666666666666667,-0.018491452054985785,0.02840691014883565,-0.07531268246601566,False,0.00568138202976713,-6.72569553354836e-06,-2.039302487942023e-05,2.205681382029767,WEAK,train_test_direction_mismatch
108,BTC,BTCUSDT,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,"Will Bitcoin reach $150,000 by December 31, 2026?",1,funding_intensity,low,,1.0,371,222,149,1,0.52,0.3684210526315789,2.1392965291181522e-05,-2.7300725247954956e-05,0.05855855855855856,0.04697986577181208,-0.014401886239696932,0.03194796648369797,-0.07537762577732512,False,0.0063895932967395945,-6.72569553354836e-06,-2.0575029714406597e-05,2.20638959329674,WEAK,train_test_direction_mismatch
109,BTC,BTCUSDT,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",24,funding_intensity,low,,1.0,266,159,107,-1,0.5714285714285714,0.4,0.0003454424494475661,-8.320767464669301e-05,0.1509433962264151,0.037383177570093455,-0.06116484187575888,-0.12489313425981392,0.1473996894428416,False,0.024978626851962785,-6.034855279055471e-05,-2.2859121856138298e-05,2.224978626851963,WEAK,train_test_direction_mismatch
110,ETH,ETHUSDT,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,funding_intensity,normal,,1.0,38,22,16,-1,0.6,0.6666666666666666,0.000219812872354297,-9.782090008961698e-05,0.13636363636363635,0.125,-0.05508814632968942,-0.10957204298914686,-0.09916178921886996,False,0.319832357843774,-6.813371612628682e-05,-2.9687183963330167e-05,1.899832357843774,WEAK,train_test_direction_mismatch
111,BTC,BTCUSDT,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",24,funding_intensity,low,,1.0,517,310,207,1,0.5220588235294118,0.5692307692307692,0.00016202628446494223,-6.746396113464521e-05,0.22903225806451613,0.178743961352657,0.001890675984536252,0.0418749494715105,-0.07903411750882279,False,0.0083749898943021,-3.604350886360542e-05,-3.1420452271039786e-05,2.208374989894302,WEAK,train_test_direction_mismatch
112,BTC,BTCUSDT,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",24,funding_intensity,low,,1.0,643,385,258,1,0.5697674418604651,0.463768115942029,0.00010788261385574898,-0.0002697305748396064,0.12727272727272726,0.12403100775193798,-0.04466548270794001,0.02728081605675698,-0.17883313430986733,False,0.0054561632113513964,-0.00023372908152079178,-3.6001493318814614e-05,2.2054561632113514,WEAK,train_test_direction_mismatch
113,ETH,ETHUSDT,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,funding_direction,negative,,1.0,630,378,252,-1,0.5748031496062992,0.5060240963855421,0.00012230448992656928,-5.62201730410644e-05,0.1931216931216931,0.16666666666666666,0.003834891773662595,-0.033346124540904215,0.13273882627378022,False,0.0066692249081808435,-1.2603914146631398e-05,-4.3616258894433e-05,2.206669224908181,WEAK,train_test_direction_mismatch
114,ETH,ETHUSDT,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,funding_intensity,low,,1.0,630,378,252,-1,0.5669291338582677,0.5060240963855421,8.589567446425503e-05,-5.62201730410644e-05,0.19047619047619047,0.16666666666666666,0.0037068598626076674,-0.032271817862804135,0.13273882627378022,False,0.006454363572560827,-1.2603914146631398e-05,-4.3616258894433e-05,2.206454363572561,WEAK,train_test_direction_mismatch
115,ETH,ETHUSDT,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,MegaETH market cap (FDV) >$800M one day after launch?,1,funding_intensity,low,,1.0,291,174,117,1,0.5196078431372549,0.5,0.0004095536349719622,-3.581770081157398e-05,0.3045977011494253,0.1282051282051282,-0.013986063204897823,-0.0293076333326292,0.05087865784146352,False,0.00586152666652584,1.1410486186924048e-05,-4.722818699849803e-05,2.205861526666526,WEAK,train_test_direction_mismatch
116,ETH,ETHUSDT,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",4,funding_direction,negative,,1.0,59,35,24,1,1.0,0.0,0.00013157815757338875,-5.30844998627787e-05,0.05714285714285714,0.0,0.06671055732264745,0.1300595931220523,0.05082657622287859,False,0.3101653152445757,0.0,-5.30844998627787e-05,2.100165315244576,WEAK,train_test_direction_mismatch
117,BTC,BTCUSDT,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",24,funding_intensity,low,,1.0,272,163,109,1,0.559322033898305,0.2727272727272727,4.9072495559381156e-05,-0.0002050356410100836,0.20245398773006135,0.027522935779816515,-0.008271758932443104,0.009857888659755922,-0.10792853759985227,False,0.0019715777319511845,-0.00015041075122770948,-5.4624889782374134e-05,2.2019715777319515,WEAK,train_test_direction_mismatch
118,ETH,ETHUSDT,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",24,funding_direction,negative,,1.0,49,29,20,-1,0.5,0.0,2.079485214643857e-06,-0.00015443277702182,0.034482758620689655,0.0,0.04877227385354773,-0.0019379617214363729,0.0667742453690296,False,0.0003875923442872746,-9.963404969149677e-05,-5.479872733032322e-05,1.6903875923442873,WEAK,train_test_direction_mismatch
119,BTC,BTCUSDT,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",24,funding_direction,negative,,1.0,569,341,228,1,0.4967741935483871,0.525974025974026,0.00023808127571589387,-0.00015304265300279118,0.22580645161290322,0.35526315789473684,0.015047005320942997,0.040899193508401994,-0.013884612693255938,False,0.0027769225386511877,-7.60927858216339e-05,-7.694986718115728e-05,2.2027769225386513,WEAK,train_test_direction_mismatch
120,BTC,BTCUSDT,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",4,funding_direction,negative,,1.0,589,353,236,1,0.5214723926380368,0.5153374233128835,0.00013471267358074985,-0.00013906162916918892,0.24079320113314448,0.3559322033898305,0.060756507536499645,0.11302797093702266,0.005618318859692938,False,0.30112366377193855,-5.379789876986332e-05,-8.52637303993256e-05,2.5011236637719385,WEAK,train_test_direction_mismatch
121,BTC,BTCUSDT,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,4,funding_intensity,normal,,1.0,25,15,10,1,0.6666666666666666,0.0,0.00024866472240914336,-9.243819770050841e-05,0.13333333333333333,0.0,-0.0942033877900844,-0.1481691837520313,-0.12380188319791244,False,0.32476037663958246,-2.0129810604762485e-06,-9.042521664003217e-05,1.7747603766395825,WEAK,train_test_direction_mismatch
122,BTC,BTCUSDT,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,1,funding_direction,positive,,1.0,34,20,14,1,0.5,0.5,6.727258115571704e-05,-9.765418217319065e-05,0.05,0.07142857142857142,0.009266795601329982,0.09379914189990599,-0.04516441119074576,False,0.009032882238149152,-5.203048170409268e-06,-9.245113400278138e-05,1.5490328822381492,WEAK,train_test_direction_mismatch
123,BTC,BTCUSDT,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",1,funding_intensity,low,,1.0,607,364,243,1,0.5028901734104047,0.49404761904761907,0.00010151298555181805,-0.000251163119770856,0.23901098901098902,0.34156378600823045,0.014120968639894068,0.022963867328940298,0.004179019660038875,False,0.30083580393200776,-0.00015860337820552294,-9.255974156533304e-05,2.500835803932008,WEAK,train_test_direction_mismatch
124,BTC,BTCUSDT,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",1,funding_direction,negative,,1.0,592,355,237,1,0.509090909090909,0.49390243902439024,8.458340026292683e-05,-0.00025170287323298676,0.23661971830985915,0.34177215189873417,0.014673968933998464,0.022671462950259673,0.006363634093293076,False,0.30127272681865863,-0.00015860337820552294,-9.309949502746382e-05,2.5012727268186588,WEAK,train_test_direction_mismatch
125,BTC,BTCUSDT,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,1,funding_direction,negative,,1.0,546,327,219,1,0.5263157894736842,0.42857142857142855,7.867536170723209e-05,-9.907102571627816e-05,0.12232415902140673,0.0547945205479452,0.055255789775090214,0.07723322580201963,0.019718712717059023,False,0.3039437425434118,-5.203048170409268e-06,-9.386797754586889e-05,2.503943742543412,WEAK,train_test_direction_mismatch
126,BTC,BTCUSDT,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",4,funding_intensity,low,,1.0,604,362,242,1,0.5087719298245614,0.5149700598802395,0.000108388478071882,-0.0001497527414917688,0.24033149171270718,0.35537190082644626,0.06117162884704246,0.11167254924544182,0.0034690809911340397,False,0.30069381619822677,-5.379789876986332e-05,-9.595484272190548e-05,2.500693816198227,WEAK,train_test_direction_mismatch
127,BTC,BTCUSDT,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,4,funding_intensity,low,,1.0,552,331,221,-1,0.4657534246575342,0.3548387096774194,3.943671297392602e-05,-9.854564570497264e-05,0.1027190332326284,0.049773755656108594,0.009965896747443291,-0.04622517667539063,0.09349861527495631,False,0.009245035335078127,-2.0129810604762485e-06,-9.65326646444964e-05,2.209245035335078,WEAK,train_test_direction_mismatch
128,BTC,BTCUSDT,701492,will-bitcoin-reach-140000-by-december-31-2026-131-829-299,71296910957902084356560391757722633648005498400799774895345285101862220728868,"Will Bitcoin reach $140,000 by December 31, 2026?",24,funding_direction,negative,,1.0,319,191,128,-1,0.5405405405405406,0.5,1.9490886748967503e-05,-4.1792967722058475e-05,0.10471204188481675,0.015625,0.006308901023033153,-0.015092969455708868,0.08802539763891624,False,0.0030185938911417736,5.47801755391905e-05,-9.657314326124897e-05,2.2030185938911417,WEAK,train_test_direction_mismatch
129,ETH,ETHUSDT,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,24,funding_direction,negative,,1.0,544,326,218,1,0.5,0.40625,1.2387828505855134e-05,-0.0004659218324210191,0.09202453987730061,0.17889908256880735,-0.08278057091757769,-0.052924961361071846,-0.12858608701679802,False,0.31058499227221437,-0.00036879846162333774,-9.712337079768136e-05,2.5105849922722143,WEAK,train_test_direction_mismatch
130,ETH,ETHUSDT,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,24,funding_intensity,low,,1.0,543,325,218,1,0.5081967213114754,0.40625,0.0001295806800302235,-0.0004659218324210191,0.09538461538461539,0.17889908256880735,-0.07619971752993543,-0.04092701955675868,-0.12858608701679802,False,0.30818540391135174,-0.00036879846162333774,-9.712337079768136e-05,2.508185403911352,WEAK,train_test_direction_mismatch
131,BTC,BTCUSDT,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",24,funding_intensity,low,,1.0,584,350,234,1,0.5060975609756098,0.5222929936305732,0.00023515616817487543,-0.00017672432401461972,0.23714285714285716,0.3504273504273504,0.007319542659479644,0.029763546262562276,-0.020071089238944254,False,0.004014217847788851,-7.60927858216339e-05,-0.00010063153819298583,2.204014217847789,WEAK,train_test_direction_mismatch
132,ETH,ETHUSDT,1473059,will-ethereum-reach-3200-in-march-2026,109032826224197715026334794225382473216036340732102671964821699411734124191297,"Will Ethereum reach $3,200 in March?",24,funding_intensity,low,,1.0,37,22,15,-1,1.0,0.0,6.065150308778912e-05,-0.00020591036936242664,0.045454545454545456,0.0,0.09667280656156531,0.0427160698866574,0.13752409781513678,False,0.3085432139773315,-9.963404969149677e-05,-0.00010627631967092987,1.8785432139773315,WEAK,train_test_direction_mismatch
133,BTC,BTCUSDT,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,1,funding_intensity,low,,1.0,555,333,222,1,0.5540540540540541,0.4,0.00010444894425067688,-0.00011461118891817283,0.12312312312312312,0.05405405405405406,0.05924866937308668,0.09540497271998145,0.004815951158756686,False,0.30096319023175133,-5.203048170409268e-06,-0.00010940814074776356,2.5009631902317517,WEAK,train_test_direction_mismatch
134,ETH,ETHUSDT,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,funding_direction,negative,,1.0,323,193,130,-1,0.6721311475409836,0.5492957746478874,0.0002853199657910044,-9.118541357131035e-06,0.21243523316062177,0.3,-0.03537832591271825,-0.040234408333286446,-0.03356195550704548,False,0.3067123911014091,0.00010337186588722165,-0.00011249040724435269,2.5067123911014093,WEAK,train_test_direction_mismatch
135,ETH,ETHUSDT,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,4,funding_intensity,normal,,1.0,36,21,15,1,0.75,0.0,0.00021171851841766707,0.0,0.14285714285714285,0.0,-0.03349906603261301,0.01959850783885693,nan,False,0.0,0.00014028566026638928,-0.00014028566026638928,1.5599999999999998,WEAK,train_test_direction_mismatch
136,BTC,BTCUSDT,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",24,funding_direction,positive,,1.0,32,19,13,-1,0.25,0.3333333333333333,0.0005736001595805288,-0.00024711210472455543,0.05263157894736842,0.07692307692307693,-0.24271014467006016,-0.36181723211861105,0.08561463932056285,False,0.01712292786411257,-9.911300902146168e-05,-0.00014799909570309376,1.5371229278641125,WEAK,train_test_direction_mismatch
137,ETH,ETHUSDT,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,1,funding_direction,negative,,1.0,346,207,139,1,0.5714285714285714,0.4507042253521127,0.00018112709938635036,-0.0002703209411247832,0.1932367149758454,0.2302158273381295,0.027407168668691227,-0.03050768670862917,0.10534149250025737,False,0.006101537341725834,-0.00010635674788589576,-0.00016396419323888743,2.206101537341726,WEAK,train_test_direction_mismatch
138,ETH,ETHUSDT,1683284,ethereum-above-1800-on-march-29,109094156621519541870699273583786238236341299511399201395427426376752624557399,"Will the price of Ethereum be above $1,800 on March 29?",4,funding_direction,negative,,1.0,30,18,12,1,0.6470588235294118,0.5714285714285714,0.0008673452990982957,-4.669268637656608e-05,0.6111111111111112,0.3333333333333333,-0.001913303883577764,-0.017862098280195127,-0.001184315684867006,False,0.3002368631369734,0.00012835079693615967,-0.00017504348331272575,1.8002368631369734,WEAK,train_test_direction_mismatch
139,BTC,BTCUSDT,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",24,funding_intensity,normal,,1.0,25,15,10,1,0.6,0.16666666666666666,0.0003112354811876646,-0.00023037904646341475,0.2,0.1,0.033962083931785875,0.20469886139583332,-0.13969712216456248,False,0.0279394244329125,-3.604350886360542e-05,-0.00019433553759980933,1.4779394244329125,WEAK,train_test_direction_mismatch
140,ETH,ETHUSDT,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",24,funding_direction,positive,,1.0,40,24,16,1,0.875,0.0,0.0021811069060032003,0.0,0.2916666666666667,0.0,0.1921770172183327,0.22275147309247284,nan,False,0.0,0.0002472601055907715,-0.0002472601055907715,1.5999999999999999,WEAK,train_test_direction_mismatch
141,ETH,ETHUSDT,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,funding_intensity,low,,1.0,313,187,126,-1,0.7258064516129032,0.5294117647058824,0.00047293657190907134,-0.0001559645894732985,0.24064171122994651,0.2857142857142857,-0.04319809363106824,-0.06748899468060975,-0.015631431043153402,False,0.3031262862086307,0.00010337186588722165,-0.0002593364553605201,2.503126286208631,WEAK,train_test_direction_mismatch
142,BTC,BTCUSDT,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",4,funding_intensity,normal,,1.0,25,15,10,-1,1.0,0.0,0.00039802671012123276,-0.0001011922025941493,0.2,0.0,-0.15429883528087676,-0.38366041955572855,0.2464363877273036,False,0.04928727754546072,0.00016075474163780492,-0.0002619469442319542,1.4992872775454607,WEAK,train_test_direction_mismatch
143,ETH,ETHUSDT,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,1,funding_intensity,low,,1.0,336,201,135,1,0.5774647887323944,0.4411764705882353,0.0003405779970522508,-0.00039107009871277356,0.20398009950248755,0.2222222222222222,0.03154795592150688,0.01664468753948363,0.05716282387837453,False,0.3033289375078967,-0.00010635674788589576,-0.00028471335082687777,2.503328937507897,WEAK,train_test_direction_mismatch
144,ETH,ETHUSDT,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,4,funding_direction,positive,,1.0,37,22,15,1,0.4,0.0,0.00015586321230245882,-0.00015929234939762466,0.09090909090909091,0.0,-0.0029643741200579333,0.10628965387355352,-0.10117524254934193,False,0.02023504850986839,0.00014028566026638928,-0.00029957800966401394,1.5902350485098684,WEAK,train_test_direction_mismatch
