rank,asset,symbol,market_id,market_slug,token_id,question,horizon_hours,segment_type,segment_value,combined_regime,simplicity,sample_count,train_samples,test_samples,learned_direction,train_direction_match_rate,test_direction_match_rate,train_average_forward_return,test_average_forward_return,train_win_rate,test_win_rate,full_correlation,train_correlation,test_correlation,train_test_direction_match,stability,baseline_test_average_forward_return,test_improvement_over_baseline,score,grade,filter_reason
261,BTC,BTCUSDT,701493,will-bitcoin-reach-130000-by-december-31-2026-756-151-855,106722178102302988256241610384561546855057790384749278490135208236665942286983,"Will Bitcoin reach $130,000 by December 31, 2026?",1,funding_intensity,normal,,1.0,25,15,10,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09540883514346472,nan,-0.1641861957536958,False,0.0,-8.238945764519946e-06,8.238945764519946e-06,0.451647789152904,REJECTED,train_test_direction_mismatch
262,ETH,ETHUSDT,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",24,funding_intensity,low,,1.0,607,364,243,1,0.5378151260504201,0.5,0.00010209819658686487,0.00025523779947814445,0.17582417582417584,0.18106995884773663,-0.015266639755138473,-0.028700409566986017,0.02285076336109752,True,0.5045701526722195,0.0002472601055907715,7.977693887372956e-06,2.2061656914496943,REJECTED,passed
263,BTC,BTCUSDT,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",24,funding_direction,negative,,1.0,486,291,195,-1,0.4166666666666667,0.5,6.18642320909953e-05,6.529427668235575e-05,0.05154639175257732,0.07692307692307693,-0.019560750728969744,-0.04280343981574675,0.017057121276226037,True,0.5034114242552452,6.150910122250905e-05,3.7851754598467032e-06,2.2041684593472146,REJECTED,passed
264,BTC,BTCUSDT,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",4,funding_intensity,low,,1.0,286,171,115,1,0.6511627906976745,0.5555555555555556,9.155709809074904e-05,6.886826873576368e-05,0.16374269005847952,0.043478260869565216,0.04180794996496419,0.022536515506752976,0.10737049734023213,True,0.8045073031013507,6.5453313261263e-05,3.414955474500685e-06,2.505190294196251,REJECTED,passed
265,BTC,BTCUSDT,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,"Will Bitcoin dip to $25,000 by December 31, 2026?",24,funding_intensity,low,,1.0,492,295,197,-1,0.4473684210526316,0.5,0.00011419516834017211,6.463139062466686e-05,0.0576271186440678,0.07614213197969544,-0.03398404139315821,-0.06408388384824604,0.01712568953517415,True,0.5034251379070348,6.150910122250905e-05,3.1222894021578116e-06,2.2040495957874664,REJECTED,passed
266,BTC,BTCUSDT,701492,will-bitcoin-reach-140000-by-december-31-2026-131-829-299,71296910957902084356560391757722633648005498400799774895345285101862220728868,"Will Bitcoin reach $140,000 by December 31, 2026?",4,funding_intensity,low,,1.0,330,198,132,1,0.4634146341463415,1.0,6.33950132980019e-05,4.13933705461321e-05,0.09595959595959595,0.015151515151515152,0.05554590985339122,0.05586383801214101,0.11392821023417754,True,0.8111727676024283,3.8478344451334067e-05,2.9150260947980364e-06,2.511755772821388,REJECTED,passed
267,BTC,BTCUSDT,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",1,funding_intensity,low,,1.0,289,173,116,-1,0.5813953488372093,0.6666666666666666,0.00019789373422628528,5.4898198112845914e-05,0.14450867052023122,0.05172413793103448,-0.12730186288927883,-0.1267182576533301,-0.13980312969573838,True,0.825343651530666,5.219828673024693e-05,2.699911382598983e-06,2.5258836338071857,REJECTED,passed
268,BTC,BTCUSDT,1393070,will-bitcoin-reach-1000000-by-december-31-2026-946,18571303954259773157233385333455041418270179723020753158306812650937565180666,"Will Bitcoin reach $1,000,000 by December 31, 2026?",1,funding_direction,negative,,1.0,493,295,198,-1,0.53125,0.5714285714285714,8.74834032561938e-05,4.0656103943118705e-05,0.0576271186440678,0.020202020202020204,-0.1082938326047071,-0.10783657174550239,-0.11127162374172765,True,0.8215673143491006,3.797126689027124e-05,2.6848370528474627e-06,2.5221042817596704,REJECTED,passed
269,BTC,BTCUSDT,1393070,will-bitcoin-reach-1000000-by-december-31-2026-946,18571303954259773157233385333455041418270179723020753158306812650937565180666,"Will Bitcoin reach $1,000,000 by December 31, 2026?",1,funding_intensity,low,,1.0,504,302,202,-1,0.53125,0.5714285714285714,8.545564225356678e-05,3.985103257790843e-05,0.056291390728476824,0.019801980198019802,-0.1045368326788643,-0.10269489745464801,-0.11024298462337817,True,0.8205389794909297,3.797126689027124e-05,1.879765687637189e-06,2.5209149326284574,REJECTED,passed
270,BTC,BTCUSDT,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",1,funding_direction,negative,,1.0,651,390,261,-1,0.5113636363636364,0.589041095890411,0.0001464676273891797,5.305819232947827e-05,0.11538461538461539,0.16475095785440613,-0.05354025253259526,-0.0746121866289149,-0.016911556808990296,True,0.803382311361798,5.123219487637413e-05,1.8259974531041384e-06,2.503747510852419,REJECTED,passed
271,BTC,BTCUSDT,701492,will-bitcoin-reach-140000-by-december-31-2026-131-829-299,71296910957902084356560391757722633648005498400799774895345285101862220728868,"Will Bitcoin reach $140,000 by December 31, 2026?",4,funding_direction,negative,,1.0,339,203,136,1,0.46153846153846156,1.0,6.722140396401596e-05,4.0175918471245864e-05,0.08866995073891626,0.014705882352941176,0.058987406138488685,0.05903822682315427,0.11300929226882923,True,0.8118076453646309,3.8478344451334067e-05,1.6975740199117975e-06,2.5121471601686136,REJECTED,passed
272,BTC,BTCUSDT,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",4,funding_direction,negative,,1.0,296,177,119,1,0.6428571428571429,0.5555555555555556,0.00010140944435697995,6.655336894632625e-05,0.15254237288135594,0.04201680672268908,0.04422117318891042,0.02497310857002561,0.1047156977839629,True,0.8049946217140052,6.5453313261263e-05,1.1000556850632496e-06,2.5052146328510183,REJECTED,passed
273,BTC,BTCUSDT,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",1,funding_direction,negative,,1.0,299,179,120,-1,0.6190476190476191,0.6666666666666666,0.0002169115121469615,5.306825817575105e-05,0.1452513966480447,0.05,-0.13170301271608573,-0.13402640206213476,-0.13604514475845184,True,0.826805280412427,5.219828673024693e-05,8.699714455041182e-07,2.526979274701528,REJECTED,passed
274,BTC,BTCUSDT,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",1,funding_intensity,low,,1.0,666,399,267,-1,0.5111111111111111,0.589041095890411,0.00019328096178114273,5.186587340072595e-05,0.11528822055137844,0.16104868913857678,-0.06311247758301486,-0.08837276670282866,-0.016958392582759465,True,0.8033916785165519,5.123219487637413e-05,6.33678524351816e-07,2.503518414221422,REJECTED,passed
275,BTC,BTCUSDT,701494,will-bitcoin-reach-120000-by-december-31-2026-625-425-562,65965214225073605704712365855887384729237451947822407248598722221769498441791,"Will Bitcoin reach $120,000 by December 31, 2026?",1,funding_direction,negative,,1.0,306,183,123,1,0.5333333333333333,0.6,6.526253149716004e-07,5.8727029715485906e-05,0.17486338797814208,0.04878048780487805,0.06025759628337532,0.06518458329206651,0.022710600780341046,True,0.8045421201560683,5.8253424637135214e-05,4.7360507835069197e-07,2.5046368411717386,REJECTED,passed
276,BTC,BTCUSDT,701492,will-bitcoin-reach-140000-by-december-31-2026-131-829-299,71296910957902084356560391757722633648005498400799774895345285101862220728868,"Will Bitcoin reach $140,000 by December 31, 2026?",1,funding_intensity,low,,1.0,333,199,134,1,0.5853658536585366,0.5,0.00013814123342880538,7.504990568062197e-06,0.12060301507537688,0.007462686567164179,0.06963020875042072,0.08047953929053768,0.024305550797488164,True,0.8048611101594977,7.0326485043380026e-06,4.7234206372419403e-07,2.504955578572243,REJECTED,passed
277,BTC,BTCUSDT,701492,will-bitcoin-reach-140000-by-december-31-2026-131-829-299,71296910957902084356560391757722633648005498400799774895345285101862220728868,"Will Bitcoin reach $140,000 by December 31, 2026?",1,funding_direction,negative,,1.0,342,205,137,1,0.6153846153846154,0.5,0.00017306662027317813,7.3406477089075496e-06,0.11707317073170732,0.0072992700729927005,0.08516602897205666,0.09863640519489077,0.024147133156959218,True,0.8048294266313919,7.0326485043380026e-06,3.07999204569547e-07,2.504891026472306,REJECTED,passed
278,BTC,BTCUSDT,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,funding_direction,negative,,1.0,563,337,226,1,0.4880382775119617,0.4720812182741117,5.415929702705905e-05,3.7339127584988684e-06,0.3026706231454006,0.41150442477876104,-0.03435423409940967,-0.02037251670813441,-0.05831702592831439,True,0.8040745033416269,3.7339127584988684e-06,0.0,2.504074503341627,REJECTED,no_improvement_over_baseline
279,BTC,BTCUSDT,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,funding_intensity,low,,1.0,563,337,226,1,0.4880382775119617,0.4720812182741117,5.415929702705905e-05,3.7339127584988684e-06,0.3026706231454006,0.41150442477876104,-0.03435423409940967,-0.02037251670813441,-0.05831702592831439,True,0.8040745033416269,3.7339127584988684e-06,0.0,2.504074503341627,REJECTED,no_improvement_over_baseline
280,BTC,BTCUSDT,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",4,funding_direction,negative,,1.0,560,336,224,-1,0.5192307692307693,0.5279187817258884,6.354331955433902e-05,0.00016650461951145837,0.32142857142857145,0.4642857142857143,-0.046596325753861474,-0.017018141016270697,-0.08956926616704138,True,0.8034036282032542,0.00016650461951145837,0.0,2.5034036282032543,REJECTED,no_improvement_over_baseline
281,BTC,BTCUSDT,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",4,funding_intensity,low,,1.0,560,336,224,-1,0.5192307692307693,0.5279187817258884,6.354331955433902e-05,0.00016650461951145837,0.32142857142857145,0.4642857142857143,-0.046596325753861474,-0.017018141016270697,-0.08956926616704138,True,0.8034036282032542,0.00016650461951145837,0.0,2.5034036282032543,REJECTED,no_improvement_over_baseline
282,BTC,BTCUSDT,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,funding_direction,negative,,1.0,540,324,216,1,0.5326633165829145,0.5,0.00023017462948537245,6.851606633080487e-05,0.3271604938271605,0.4351851851851852,0.0356039755413917,0.048529712152737534,0.03246170928589545,True,0.8064923418571791,6.851606633080487e-05,0.0,2.506492341857179,REJECTED,no_improvement_over_baseline
283,BTC,BTCUSDT,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,funding_intensity,low,,1.0,540,324,216,1,0.5326633165829145,0.5,0.00023017462948537245,6.851606633080487e-05,0.3271604938271605,0.4351851851851852,0.0356039755413917,0.048529712152737534,0.03246170928589545,True,0.8064923418571791,6.851606633080487e-05,0.0,2.506492341857179,REJECTED,no_improvement_over_baseline
284,ETH,ETHUSDT,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",1,funding_direction,negative,,1.0,535,321,214,-1,0.5338983050847458,0.556390977443609,8.779539827711055e-05,0.00028870995590983274,0.3925233644859813,0.34579439252336447,0.00677840095904216,0.0158200356436339,-0.07068670988067083,True,0.5031640071287268,0.00028870995590983274,0.0,2.203164007128727,REJECTED,no_improvement_over_baseline
285,ETH,ETHUSDT,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",1,funding_intensity,low,,1.0,535,321,214,-1,0.5338983050847458,0.556390977443609,8.779539827711055e-05,0.00028870995590983274,0.3925233644859813,0.34579439252336447,0.00677840095904216,0.0158200356436339,-0.07068670988067083,True,0.5031640071287268,0.00028870995590983274,0.0,2.203164007128727,REJECTED,no_improvement_over_baseline
286,SOL,SOLUSDT,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,1,funding_direction,negative,,1.0,427,256,171,-1,0.5113636363636364,0.8571428571428571,7.202053514805637e-05,7.849949429149212e-05,0.17578125,0.03508771929824561,0.0051858469138065634,0.017870560379851984,-0.10722578564722789,True,0.5035741120759704,7.849949429149212e-05,0.0,2.2035741120759704,REJECTED,no_improvement_over_baseline
287,SOL,SOLUSDT,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,1,funding_intensity,high,,1.0,427,256,171,-1,0.5113636363636364,0.8571428571428571,7.202053514805637e-05,7.849949429149212e-05,0.17578125,0.03508771929824561,0.0051858469138065634,0.017870560379851984,-0.10722578564722789,True,0.5035741120759704,7.849949429149212e-05,0.0,2.2035741120759704,REJECTED,no_improvement_over_baseline
288,SOL,SOLUSDT,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,4,funding_direction,negative,,1.0,424,254,170,1,0.5909090909090909,0.7142857142857143,0.0003418198759708485,0.0001028556940186881,0.2047244094488189,0.029411764705882353,0.11138333248938212,0.1193425389782689,0.11380171416891953,True,0.822760342833784,0.0001028556940186881,0.0,2.5227603428337844,REJECTED,no_improvement_over_baseline
289,SOL,SOLUSDT,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,4,funding_intensity,high,,1.0,424,254,170,1,0.5909090909090909,0.7142857142857143,0.0003418198759708485,0.0001028556940186881,0.2047244094488189,0.029411764705882353,0.11138333248938212,0.1193425389782689,0.11380171416891953,True,0.822760342833784,0.0001028556940186881,0.0,2.5227603428337844,REJECTED,no_improvement_over_baseline
290,XRP,XRPUSDT,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,4,funding_direction,negative,,1.0,413,247,166,1,0.5072463768115942,0.5588235294117647,0.00013180695693910697,4.7297936144543664e-05,0.1417004048582996,0.1144578313253012,0.02816796694476867,0.03504411752904084,-0.04742525724513086,True,0.5070088235058081,4.7297936144543664e-05,0.0,2.2070088235058085,REJECTED,no_improvement_over_baseline
291,XRP,XRPUSDT,1823900,will-xrp-reach-2pt4-in-april-2026,6907787482165930535735013797025597365762483807798181321474369791814479389352,Will XRP reach $2.40 in April?,4,funding_intensity,low,,1.0,413,247,166,1,0.5072463768115942,0.5588235294117647,0.00013180695693910697,4.7297936144543664e-05,0.1417004048582996,0.1144578313253012,0.02816796694476867,0.03504411752904084,-0.04742525724513086,True,0.5070088235058081,4.7297936144543664e-05,0.0,2.2070088235058085,REJECTED,no_improvement_over_baseline
292,SOL,SOLUSDT,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,24,funding_direction,negative,,1.0,404,242,162,-1,0.5227272727272727,0.8571428571428571,1.6325469142653074e-05,0.00011604217660930132,0.19008264462809918,0.037037037037037035,-0.0442260081310629,-0.03228456712917337,-0.18507856069691053,True,0.8064569134258347,0.00011604217660930132,0.0,2.506456913425835,REJECTED,no_improvement_over_baseline
293,SOL,SOLUSDT,1823881,will-solana-reach-160-in-april-2026,2239666445220242421622333852346062404205114740031545382107437837927896782621,Will Solana reach $160 in April?,24,funding_intensity,high,,1.0,404,242,162,-1,0.5227272727272727,0.8571428571428571,1.6325469142653074e-05,0.00011604217660930132,0.19008264462809918,0.037037037037037035,-0.0442260081310629,-0.03228456712917337,-0.18507856069691053,True,0.8064569134258347,0.00011604217660930132,0.0,2.506456913425835,REJECTED,no_improvement_over_baseline
294,ETH,ETHUSDT,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",1,funding_direction,negative,,1.0,402,241,161,1,0.5535714285714286,0.4528301886792453,0.00022712558553680874,0.00016622813977876458,0.38589211618257263,0.14906832298136646,0.07609269745093987,0.08422103407759056,0.1857463268353707,True,0.8168442068155182,0.00016622813977876458,0.0,2.5168442068155183,REJECTED,no_improvement_over_baseline
295,ETH,ETHUSDT,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",1,funding_intensity,low,,1.0,402,241,161,1,0.5535714285714286,0.4528301886792453,0.00022712558553680874,0.00016622813977876458,0.38589211618257263,0.14906832298136646,0.07609269745093987,0.08422103407759056,0.1857463268353707,True,0.8168442068155182,0.00016622813977876458,0.0,2.5168442068155183,REJECTED,no_improvement_over_baseline
296,ETH,ETHUSDT,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",24,funding_direction,negative,,1.0,379,227,152,-1,0.4840764331210191,0.5283018867924528,0.00010743324869023204,0.00014767846903932777,0.33480176211453744,0.18421052631578946,-0.017270323524898955,-0.022277956216603105,0.015234809446284771,True,0.5030469618892569,0.00014767846903932777,0.0,2.203046961889257,REJECTED,no_improvement_over_baseline
297,ETH,ETHUSDT,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",24,funding_intensity,low,,1.0,379,227,152,-1,0.4840764331210191,0.5283018867924528,0.00010743324869023204,0.00014767846903932777,0.33480176211453744,0.18421052631578946,-0.017270323524898955,-0.022277956216603105,0.015234809446284771,True,0.5030469618892569,0.00014767846903932777,0.0,2.203046961889257,REJECTED,no_improvement_over_baseline
298,ETH,ETHUSDT,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,funding_direction,negative,,1.0,297,178,119,1,0.5828220858895705,0.5046728971962616,0.0006729072695429153,0.000335609865028689,0.5337078651685393,0.453781512605042,0.013382297344486477,0.007077023033583497,0.10819996453170004,True,0.8014154046067168,0.000335609865028689,0.0,2.5014154046067167,REJECTED,no_improvement_over_baseline
299,ETH,ETHUSDT,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,funding_intensity,low,,1.0,297,178,119,1,0.5828220858895705,0.5046728971962616,0.0006729072695429153,0.000335609865028689,0.5337078651685393,0.453781512605042,0.013382297344486477,0.007077023033583497,0.10819996453170004,True,0.8014154046067168,0.000335609865028689,0.0,2.5014154046067167,REJECTED,no_improvement_over_baseline
300,ETH,ETHUSDT,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",4,funding_direction,negative,,1.0,294,176,118,1,0.5031055900621118,0.5094339622641509,3.9598396129663464e-05,0.0006257650862166065,0.4602272727272727,0.4576271186440678,0.001075677331941284,-0.008047543944330162,0.11479904302189901,True,0.501609508788866,0.0006257650862166065,0.0,2.201609508788866,REJECTED,no_improvement_over_baseline
301,ETH,ETHUSDT,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",4,funding_intensity,low,,1.0,294,176,118,1,0.5031055900621118,0.5094339622641509,3.9598396129663464e-05,0.0006257650862166065,0.4602272727272727,0.4576271186440678,0.001075677331941284,-0.008047543944330162,0.11479904302189901,True,0.501609508788866,0.0006257650862166065,0.0,2.201609508788866,REJECTED,no_improvement_over_baseline
302,BTC,BTCUSDT,1823785,will-bitcoin-dip-to-35k-in-april-2026-269-515,55866919730905441060316639913713252112909337594136306040264616999652467664982,"Will Bitcoin dip to $35,000 in April?",24,funding_direction,negative,,1.0,287,172,115,1,0.4358974358974359,1.0,6.244905968381183e-05,1.983893883272101e-05,0.09883720930232558,0.017391304347826087,-0.02197106886320233,-0.028243049815520796,0.05055785703100419,True,0.5056486099631041,1.983893883272101e-05,0.0,2.205648609963104,REJECTED,no_improvement_over_baseline
303,BTC,BTCUSDT,1823785,will-bitcoin-dip-to-35k-in-april-2026-269-515,55866919730905441060316639913713252112909337594136306040264616999652467664982,"Will Bitcoin dip to $35,000 in April?",24,funding_intensity,low,,1.0,287,172,115,1,0.4358974358974359,1.0,6.244905968381183e-05,1.983893883272101e-05,0.09883720930232558,0.017391304347826087,-0.02197106886320233,-0.028243049815520796,0.05055785703100419,True,0.5056486099631041,1.983893883272101e-05,0.0,2.205648609963104,REJECTED,no_improvement_over_baseline
304,ETH,ETHUSDT,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,1,funding_direction,negative,,1.0,287,172,115,-1,0.625,1.0,7.317942330569647e-05,4.683186899016475e-05,0.029069767441860465,0.008695652173913044,0.017431614752081968,0.02236660592420597,-0.13104534398066,True,0.5044733211848412,4.683186899016475e-05,0.0,2.2044733211848415,REJECTED,no_improvement_over_baseline
305,ETH,ETHUSDT,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,1,funding_intensity,low,,1.0,287,172,115,-1,0.625,1.0,7.317942330569647e-05,4.683186899016475e-05,0.029069767441860465,0.008695652173913044,0.017431614752081968,0.02236660592420597,-0.13104534398066,True,0.5044733211848412,4.683186899016475e-05,0.0,2.2044733211848415,REJECTED,no_improvement_over_baseline
306,ETH,ETHUSDT,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,4,funding_direction,negative,,1.0,284,170,114,1,0.625,1.0,6.52219256689388e-05,6.434689267850132e-06,0.029411764705882353,0.008771929824561403,0.044071532777736074,0.05123987669374764,0.012242324765651545,True,0.8024484649531304,6.434689267850132e-06,0.0,2.5024484649531304,REJECTED,no_improvement_over_baseline
307,ETH,ETHUSDT,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,4,funding_intensity,low,,1.0,284,170,114,1,0.625,1.0,6.52219256689388e-05,6.434689267850132e-06,0.029411764705882353,0.008771929824561403,0.044071532777736074,0.05123987669374764,0.012242324765651545,True,0.8024484649531304,6.434689267850132e-06,0.0,2.5024484649531304,REJECTED,no_improvement_over_baseline
308,BTC,BTCUSDT,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,"Will Bitcoin dip to $40,000 in April?",1,funding_direction,negative,,1.0,278,166,112,1,0.5208333333333334,0.5,0.00019270308937753203,4.243531306625934e-06,0.15060240963855423,0.017857142857142856,0.11917306427989714,0.14156643349150305,0.0027315868492561457,True,0.8005463173698513,4.243531306625934e-06,0.0,2.5005463173698512,REJECTED,no_improvement_over_baseline
309,BTC,BTCUSDT,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,"Will Bitcoin dip to $40,000 in April?",1,funding_intensity,low,,1.0,278,166,112,1,0.5208333333333334,0.5,0.00019270308937753203,4.243531306625934e-06,0.15060240963855423,0.017857142857142856,0.11917306427989714,0.14156643349150305,0.0027315868492561457,True,0.8005463173698513,4.243531306625934e-06,0.0,2.5005463173698512,REJECTED,no_improvement_over_baseline
310,BTC,BTCUSDT,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,"Will Bitcoin dip to $40,000 in April?",4,funding_direction,negative,,1.0,275,165,110,1,0.5833333333333334,0.5,9.503348945196981e-05,2.0872850861825505e-05,0.1696969696969697,0.01818181818181818,0.06443400765947739,0.07433054997191807,0.03295543916416061,True,0.8065910878328322,2.0872850861825505e-05,0.0,2.5065910878328324,REJECTED,no_improvement_over_baseline
311,BTC,BTCUSDT,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,"Will Bitcoin dip to $40,000 in April?",4,funding_intensity,low,,1.0,275,165,110,1,0.5833333333333334,0.5,9.503348945196981e-05,2.0872850861825505e-05,0.1696969696969697,0.01818181818181818,0.06443400765947739,0.07433054997191807,0.03295543916416061,True,0.8065910878328322,2.0872850861825505e-05,0.0,2.5065910878328324,REJECTED,no_improvement_over_baseline
312,ETH,ETHUSDT,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",1,funding_direction,negative,,1.0,267,160,107,1,0.5943396226415094,0.46,8.624844905030178e-05,0.000240262465291497,0.39375,0.21495327102803738,-0.04302379912501328,-0.053700312426010366,0.04315917742745801,True,0.5086318354854916,0.000240262465291497,0.0,2.208631835485492,REJECTED,no_improvement_over_baseline
313,ETH,ETHUSDT,1823800,will-ethereum-dip-to-1800-in-april-2026,88623813947148129759226599572615258910454701043061032464667581751883927272067,"Will Ethereum dip to $1,800 in April?",1,funding_intensity,low,,1.0,267,160,107,1,0.5943396226415094,0.46,8.624844905030178e-05,0.000240262465291497,0.39375,0.21495327102803738,-0.04302379912501328,-0.053700312426010366,0.04315917742745801,True,0.5086318354854916,0.000240262465291497,0.0,2.208631835485492,REJECTED,no_improvement_over_baseline
314,ETH,ETHUSDT,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,24,funding_direction,negative,,1.0,264,158,106,-1,0.375,1.0,1.3197757939141846e-05,6.829253044645596e-06,0.0189873417721519,0.009433962264150943,-0.01647361330134227,-0.01929527824781292,-0.021762600069698462,True,0.8038590556495626,6.829253044645596e-06,0.0,2.5038590556495626,REJECTED,no_improvement_over_baseline
315,ETH,ETHUSDT,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,Will Ethereum dip to $200 in April?,24,funding_intensity,low,,1.0,264,158,106,-1,0.375,1.0,1.3197757939141846e-05,6.829253044645596e-06,0.0189873417721519,0.009433962264150943,-0.01647361330134227,-0.01929527824781292,-0.021762600069698462,True,0.8038590556495626,6.829253044645596e-06,0.0,2.5038590556495626,REJECTED,no_improvement_over_baseline
