rank,asset,market_id,market_slug,token_id,question,horizon_hours,feature_name,segment_type,segment_value,simplicity,sample_count,train_samples,test_samples,learned_direction,train_direction_match_rate,test_direction_match_rate,train_average_forward_return,test_average_forward_return,train_win_rate,test_win_rate,full_correlation,train_correlation,test_correlation,train_test_direction_match,stability,baseline_test_average_forward_return,test_improvement_over_baseline,score,grade,filter_reason
1298,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",4,flow_momentum_4h,flow_direction,buy_dominant,0.54,24,14,10,-1,0.7142857142857143,0.4,0.0023063517180655323,0.0009982272709063507,0.7142857142857143,0.4,-0.4047753029821559,-0.5212616788107018,nan,True,0.5,7.64663644816546e-05,0.0009217609064246961,1.0323521812849392,REJECTED,passed
1299,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,"Will Bitcoin dip to $50,000 by December 31, 2026?",4,flow_momentum_4h,whale_flow_bucket,normal,0.54,24,14,10,-1,0.7142857142857143,0.4,0.0023063517180655323,0.0009982272709063507,0.7142857142857143,0.4,-0.4047753029821559,-0.5212616788107018,nan,True,0.5,7.64663644816546e-05,0.0009217609064246961,1.0323521812849392,REJECTED,passed
1300,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,large_trade_count,all,all,0.8,21,12,9,-1,0.5833333333333334,0.6666666666666666,0.0007399774093411925,0.000826378398326368,0.5833333333333334,0.6666666666666666,0.0666106965616121,nan,0.153998866405952,True,0.5,-8.052121073844867e-05,0.0009068996090648167,1.3847132551462966,REJECTED,insufficient_samples
1301,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,large_trade_count,active_wallet_bucket,high,0.7200000000000001,21,12,9,-1,0.5833333333333334,0.6666666666666666,0.0007399774093411925,0.000826378398326368,0.5833333333333334,0.6666666666666666,0.0666106965616121,nan,0.153998866405952,True,0.5,-8.052121073844867e-05,0.0009068996090648167,1.3687132551462966,REJECTED,insufficient_samples
1302,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,large_trade_count,whale_flow_bucket,normal,0.7200000000000001,21,12,9,-1,0.5833333333333334,0.6666666666666666,0.0007399774093411925,0.000826378398326368,0.5833333333333334,0.6666666666666666,0.0666106965616121,nan,0.153998866405952,True,0.5,-8.052121073844867e-05,0.0009068996090648167,1.3687132551462966,REJECTED,insufficient_samples
1303,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",1,sell_volume_usdc,all,all,1.0,34,20,14,1,0.65,0.5,0.0003382059553208806,0.0008388853216329611,0.65,0.5,-0.11551721742077697,-0.08666958347135995,-0.12717652731748444,True,0.817333916694272,-5.1740289598246746e-05,0.0008906256112312078,1.5354590389405136,REJECTED,insufficient_samples
1304,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,large_trade_count,flow_direction,buy_dominant,0.7200000000000001,32,19,13,-1,0.42105263157894735,0.38461538461538464,0.00045489226510966673,0.0010358123306687043,0.42105263157894735,0.38461538461538464,0.13701074715353365,0.15208705324917107,nan,True,0.5,0.00018288868580046907,0.0008529236448682352,1.134584728973647,REJECTED,passed
1305,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,whale_flow_score,flow_direction,buy_dominant,0.7200000000000001,32,19,13,-1,0.42105263157894735,0.38461538461538464,0.00045489226510966673,0.0010358123306687043,0.42105263157894735,0.38461538461538464,0.13701074715353365,0.15208705324917107,nan,True,0.5,0.00018288868580046907,0.0008529236448682352,1.134584728973647,REJECTED,passed
1306,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,24,sell_volume_usdc,flow_direction,buy_dominant,0.9,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,-0.0008507924906756207,0.0008507924906756207,0.3601584981351242,REJECTED,insufficient_samples
1307,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,24,large_trade_count,flow_direction,sell_dominant,0.7200000000000001,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,-0.0008507924906756207,0.0008507924906756207,0.3241584981351242,REJECTED,insufficient_samples
1308,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,24,whale_flow_score,flow_direction,sell_dominant,0.7200000000000001,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,False,0.0,-0.0008507924906756207,0.0008507924906756207,0.3241584981351242,REJECTED,insufficient_samples
1309,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,net_flow_usdc,all,all,1.0,34,20,14,-1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,-0.07743797363365959,-0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.2086096417120562,REJECTED,insufficient_samples
1310,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,sell_volume_usdc,all,all,1.0,34,20,14,-1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,-0.07743797363365959,-0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.2086096417120562,REJECTED,insufficient_samples
1311,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,abs_net_flow_usdc,all,all,0.9,34,20,14,1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,0.07743797363365959,0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1886096417120562,REJECTED,insufficient_samples
1312,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,net_flow_usdc,active_wallet_bucket,high,0.9,34,20,14,-1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,-0.07743797363365959,-0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1886096417120562,REJECTED,passed
1313,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,net_flow_usdc,flow_direction,sell_dominant,0.9,34,20,14,-1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,-0.07743797363365959,-0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1886096417120562,REJECTED,passed
1314,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,net_flow_usdc,whale_flow_bucket,normal,0.9,34,20,14,-1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,-0.07743797363365959,-0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1886096417120562,REJECTED,passed
1315,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,sell_volume_usdc,active_wallet_bucket,high,0.9,34,20,14,-1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,-0.07743797363365959,-0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1886096417120562,REJECTED,passed
1316,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,sell_volume_usdc,flow_direction,sell_dominant,0.9,34,20,14,-1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,-0.07743797363365959,-0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1886096417120562,REJECTED,passed
1317,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,sell_volume_usdc,whale_flow_bucket,normal,0.9,34,20,14,-1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,-0.07743797363365959,-0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1886096417120562,REJECTED,passed
1318,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,abs_net_flow_usdc,active_wallet_bucket,high,0.81,34,20,14,1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,0.07743797363365959,0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1706096417120562,REJECTED,passed
1319,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,abs_net_flow_usdc,flow_direction,sell_dominant,0.81,34,20,14,1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,0.07743797363365959,0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1706096417120562,REJECTED,passed
1320,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,abs_net_flow_usdc,whale_flow_bucket,normal,0.81,34,20,14,1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,0.07743797363365959,0.016046102976251708,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1706096417120562,REJECTED,passed
1321,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,unique_active_wallets,flow_direction,sell_dominant,0.81,34,20,14,1,0.55,0.35714285714285715,0.00019334777717118842,0.0007538332911315008,0.55,0.35714285714285715,nan,nan,nan,True,0.5,-8.921491742878031e-05,0.0008430482085602811,1.1706096417120562,REJECTED,passed
1322,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",4,buy_volume_usdc,all,all,1.0,89,53,36,-1,0.5094339622641509,0.3888888888888889,0.0006179149853538272,0.0005024559870844942,0.5094339622641509,0.3888888888888889,-0.1893928553937711,-0.38320018790228694,nan,True,0.5,-0.0002828227956079873,0.0007852787826924815,1.7470557565384963,REJECTED,passed
1323,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",4,buy_volume_usdc,active_wallet_bucket,high,0.9,89,53,36,-1,0.5094339622641509,0.3888888888888889,0.0006179149853538272,0.0005024559870844942,0.5094339622641509,0.3888888888888889,-0.1893928553937711,-0.38320018790228694,nan,True,0.5,-0.0002828227956079873,0.0007852787826924815,1.7270557565384963,REJECTED,passed
1324,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",4,buy_volume_usdc,flow_direction,buy_dominant,0.9,89,53,36,-1,0.5094339622641509,0.3888888888888889,0.0006179149853538272,0.0005024559870844942,0.5094339622641509,0.3888888888888889,-0.1893928553937711,-0.38320018790228694,nan,True,0.5,-0.0002828227956079873,0.0007852787826924815,1.7270557565384963,REJECTED,passed
1325,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",4,buy_volume_usdc,whale_flow_bucket,normal,0.9,89,53,36,-1,0.5094339622641509,0.3888888888888889,0.0006179149853538272,0.0005024559870844942,0.5094339622641509,0.3888888888888889,-0.1893928553937711,-0.38320018790228694,nan,True,0.5,-0.0002828227956079873,0.0007852787826924815,1.7270557565384963,REJECTED,passed
1326,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",4,net_flow_usdc,flow_direction,buy_dominant,0.9,89,53,36,-1,0.5094339622641509,0.3888888888888889,0.0006179149853538272,0.0005024559870844942,0.5094339622641509,0.3888888888888889,-0.1893928553937711,-0.38320018790228694,nan,True,0.5,-0.0002828227956079873,0.0007852787826924815,1.7270557565384963,REJECTED,passed
1327,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",4,abs_net_flow_usdc,flow_direction,buy_dominant,0.81,89,53,36,-1,0.5094339622641509,0.3888888888888889,0.0006179149853538272,0.0005024559870844942,0.5094339622641509,0.3888888888888889,-0.1893928553937711,-0.38320018790228694,nan,True,0.5,-0.0002828227956079873,0.0007852787826924815,1.7090557565384965,REJECTED,passed
1328,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",4,unique_active_wallets,flow_direction,buy_dominant,0.81,89,53,36,-1,0.5094339622641509,0.3888888888888889,0.0006179149853538272,0.0005024559870844942,0.5094339622641509,0.3888888888888889,-0.1893928553937711,-0.38320018790228694,nan,True,0.5,-0.0002828227956079873,0.0007852787826924815,1.7090557565384965,REJECTED,passed
1329,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,large_trade_count,all,all,0.8,34,20,14,-1,0.6,0.7142857142857143,0.0013455304467294388,0.0006971324950145064,0.6,0.7142857142857143,nan,nan,nan,True,0.5,-6.64405194550612e-05,0.0007635730144695676,1.5812860314653423,REJECTED,insufficient_samples
1330,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,whale_flow_score,all,all,0.8,34,20,14,-1,0.6,0.7142857142857143,0.0013455304467294388,0.0006971324950145064,0.6,0.7142857142857143,nan,nan,nan,True,0.5,-6.64405194550612e-05,0.0007635730144695676,1.5812860314653423,REJECTED,insufficient_samples
1331,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",24,buy_volume_usdc,all,all,1.0,56,33,23,-1,0.42424242424242425,0.391304347826087,0.00014103248799293353,0.00043120847080084875,0.42424242424242425,0.391304347826087,0.10642957693731875,nan,0.12184477698578118,True,0.5,-0.0003287895776756071,0.0007599980484764559,1.4119996096952911,REJECTED,passed
1332,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",24,buy_volume_usdc,active_wallet_bucket,high,0.9,56,33,23,-1,0.42424242424242425,0.391304347826087,0.00014103248799293353,0.00043120847080084875,0.42424242424242425,0.391304347826087,0.10642957693731875,nan,0.12184477698578118,True,0.5,-0.0003287895776756071,0.0007599980484764559,1.3919996096952911,REJECTED,passed
1333,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",24,buy_volume_usdc,flow_direction,buy_dominant,0.9,56,33,23,-1,0.42424242424242425,0.391304347826087,0.00014103248799293353,0.00043120847080084875,0.42424242424242425,0.391304347826087,0.10642957693731875,nan,0.12184477698578118,True,0.5,-0.0003287895776756071,0.0007599980484764559,1.3919996096952911,REJECTED,passed
1334,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",24,buy_volume_usdc,whale_flow_bucket,normal,0.9,56,33,23,-1,0.42424242424242425,0.391304347826087,0.00014103248799293353,0.00043120847080084875,0.42424242424242425,0.391304347826087,0.10642957693731875,nan,0.12184477698578118,True,0.5,-0.0003287895776756071,0.0007599980484764559,1.3919996096952911,REJECTED,passed
1335,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",24,net_flow_usdc,flow_direction,buy_dominant,0.9,56,33,23,-1,0.42424242424242425,0.391304347826087,0.00014103248799293353,0.00043120847080084875,0.42424242424242425,0.391304347826087,0.10642957693731875,nan,0.12184477698578118,True,0.5,-0.0003287895776756071,0.0007599980484764559,1.3919996096952911,REJECTED,passed
1336,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",24,abs_net_flow_usdc,flow_direction,buy_dominant,0.81,56,33,23,-1,0.42424242424242425,0.391304347826087,0.00014103248799293353,0.00043120847080084875,0.42424242424242425,0.391304347826087,0.10642957693731875,nan,0.12184477698578118,True,0.5,-0.0003287895776756071,0.0007599980484764559,1.3739996096952911,REJECTED,passed
1337,ETH,701552,will-ethereum-dip-to-1500-by-december-31-2026,101639751789549589765350117072740510018809594718571111931328241076831078702528,"Will Ethereum dip to $1,500 by December 31, 2026?",24,unique_active_wallets,flow_direction,buy_dominant,0.81,56,33,23,-1,0.42424242424242425,0.391304347826087,0.00014103248799293353,0.00043120847080084875,0.42424242424242425,0.391304347826087,nan,nan,nan,True,0.5,-0.0003287895776756071,0.0007599980484764559,1.3739996096952911,REJECTED,passed
1338,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",1,large_trade_count,flow_direction,buy_dominant,0.7200000000000001,8,4,4,-1,0.25,0.25,0.0028239683348590394,-0.0002598321587290804,0.25,0.25,nan,nan,nan,False,0.0,-0.0010106762662581677,0.0007508441075290873,0.3741688215058175,REJECTED,insufficient_samples
1339,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",1,whale_flow_score,flow_direction,buy_dominant,0.7200000000000001,8,4,4,-1,0.25,0.25,0.0028239683348590394,-0.0002598321587290804,0.25,0.25,nan,nan,nan,False,0.0,-0.0010106762662581677,0.0007508441075290873,0.3741688215058175,REJECTED,insufficient_samples
1340,BTC,665258,will-china-unban-bitcoin-by-2027,91810646921497227084241579668235102205462718984593674693010693975258849328842,Will China unban Bitcoin by 2027?,24,unique_active_wallets,flow_direction,neutral,0.81,77,46,31,-1,0.4782608695652174,0.4838709677419355,0.00020419816877789747,0.0006421500806312868,0.4782608695652174,0.4838709677419355,nan,nan,nan,True,0.5,-8.921491742878031e-05,0.0007313649980600671,1.5782729996120133,REJECTED,passed
1341,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,flow_momentum_4h,flow_direction,buy_dominant,0.54,2,1,1,-1,1.0,1.0,0.0017821432286494947,0.0006566981282484721,1.0,1.0,nan,nan,nan,True,0.5,-6.64405194550612e-05,0.0007231386477035333,1.7726277295407067,REJECTED,insufficient_samples
1342,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,sell_volume_usdc,all,all,1.0,92,55,37,1,0.41818181818181815,0.40540540540540543,3.1100350569423898e-06,0.0005090263338657024,0.41818181818181815,0.40540540540540543,-0.015990393868096354,-0.12813824685222142,-0.06121825459463694,True,0.8122436509189275,-0.00019773589354041935,0.0007067622274061218,2.073596096400152,REJECTED,passed
1343,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,net_flow_usdc,flow_direction,sell_dominant,0.9,92,55,37,1,0.41818181818181815,0.40540540540540543,3.1100350569423898e-06,0.0005090263338657024,0.41818181818181815,0.40540540540540543,-0.015990393868096354,-0.12813824685222142,-0.06121825459463694,True,0.8122436509189275,-0.00019773589354041935,0.0007067622274061218,2.053596096400152,REJECTED,passed
1344,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,sell_volume_usdc,active_wallet_bucket,high,0.9,92,55,37,1,0.41818181818181815,0.40540540540540543,3.1100350569423898e-06,0.0005090263338657024,0.41818181818181815,0.40540540540540543,-0.015990393868096354,-0.12813824685222142,-0.06121825459463694,True,0.8122436509189275,-0.00019773589354041935,0.0007067622274061218,2.053596096400152,REJECTED,passed
1345,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,sell_volume_usdc,flow_direction,sell_dominant,0.9,92,55,37,1,0.41818181818181815,0.40540540540540543,3.1100350569423898e-06,0.0005090263338657024,0.41818181818181815,0.40540540540540543,-0.015990393868096354,-0.12813824685222142,-0.06121825459463694,True,0.8122436509189275,-0.00019773589354041935,0.0007067622274061218,2.053596096400152,REJECTED,passed
1346,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,sell_volume_usdc,whale_flow_bucket,normal,0.9,92,55,37,1,0.41818181818181815,0.40540540540540543,3.1100350569423898e-06,0.0005090263338657024,0.41818181818181815,0.40540540540540543,-0.015990393868096354,-0.12813824685222142,-0.06121825459463694,True,0.8122436509189275,-0.00019773589354041935,0.0007067622274061218,2.053596096400152,REJECTED,passed
1347,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,abs_net_flow_usdc,flow_direction,sell_dominant,0.81,92,55,37,-1,0.41818181818181815,0.40540540540540543,3.1100350569423898e-06,0.0005090263338657024,0.41818181818181815,0.40540540540540543,0.015990393868096354,0.12813824685222142,0.06121825459463694,True,0.8122436509189275,-0.00019773589354041935,0.0007067622274061218,2.035596096400152,REJECTED,passed
1348,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",4,unique_active_wallets,flow_direction,sell_dominant,0.81,92,55,37,-1,0.41818181818181815,0.40540540540540543,3.1100350569423898e-06,0.0005090263338657024,0.41818181818181815,0.40540540540540543,nan,nan,nan,True,0.5,-0.00019773589354041935,0.0007067622274061218,1.7233524454812246,REJECTED,passed
1349,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,large_trade_count,all,all,0.8,33,19,14,-1,0.42105263157894735,0.35714285714285715,0.00023800656978150962,0.0008845785349197227,0.42105263157894735,0.35714285714285715,0.1253376857972202,0.1354110678734561,nan,True,0.5,0.00018288868580046907,0.0007016898491192536,1.130337969823851,REJECTED,insufficient_samples
1350,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,whale_flow_score,all,all,0.8,33,19,14,-1,0.47368421052631576,0.35714285714285715,0.0007856159404185649,0.0008845785349197227,0.47368421052631576,0.35714285714285715,-0.09495239174788994,-0.11069120806023423,nan,True,0.5,0.00018288868580046907,0.0007016898491192536,1.130337969823851,REJECTED,insufficient_samples
1351,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,large_trade_count,active_wallet_bucket,high,0.7200000000000001,33,19,14,-1,0.42105263157894735,0.35714285714285715,0.00023800656978150962,0.0008845785349197227,0.42105263157894735,0.35714285714285715,0.1253376857972202,0.1354110678734561,nan,True,0.5,0.00018288868580046907,0.0007016898491192536,1.114337969823851,REJECTED,passed
1352,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,large_trade_count,whale_flow_bucket,normal,0.7200000000000001,33,19,14,-1,0.42105263157894735,0.35714285714285715,0.00023800656978150962,0.0008845785349197227,0.42105263157894735,0.35714285714285715,0.1253376857972202,0.1354110678734561,nan,True,0.5,0.00018288868580046907,0.0007016898491192536,1.114337969823851,REJECTED,passed
1353,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,whale_flow_score,active_wallet_bucket,high,0.7200000000000001,33,19,14,-1,0.47368421052631576,0.35714285714285715,0.0007856159404185649,0.0008845785349197227,0.47368421052631576,0.35714285714285715,-0.09495239174788994,-0.11069120806023423,nan,True,0.5,0.00018288868580046907,0.0007016898491192536,1.114337969823851,REJECTED,passed
1354,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,MegaETH market cap (FDV) >$2B one day after launch?,24,whale_flow_score,whale_flow_bucket,normal,0.7200000000000001,33,19,14,-1,0.47368421052631576,0.35714285714285715,0.0007856159404185649,0.0008845785349197227,0.47368421052631576,0.35714285714285715,-0.09495239174788994,-0.11069120806023423,nan,True,0.5,0.00018288868580046907,0.0007016898491192536,1.114337969823851,REJECTED,passed
