rank,asset,market_id,market_slug,token_id,question,horizon_hours,feature_name,segment_type,segment_value,simplicity,sample_count,train_samples,test_samples,learned_direction,train_direction_match_rate,test_direction_match_rate,train_average_forward_return,test_average_forward_return,train_win_rate,test_win_rate,full_correlation,train_correlation,test_correlation,train_test_direction_match,stability,baseline_test_average_forward_return,test_improvement_over_baseline,score,grade,filter_reason
1,BTC,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",1,flow_momentum_4h,all,all,0.6,80,48,32,-1,0.5833333333333334,0.59375,1.548356507725789e-05,0.0005706685625801525,0.5833333333333334,0.59375,-0.17140067399435874,-0.13032285244938974,-0.162537576753791,True,0.826064570489878,-0.00022929516963427033,0.0007999637322144228,5.093557316932763,SIMULATION_READY,passed
2,BTC,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",1,flow_momentum_4h,active_wallet_bucket,high,0.54,80,48,32,-1,0.5833333333333334,0.59375,1.548356507725789e-05,0.0005706685625801525,0.5833333333333334,0.59375,-0.17140067399435874,-0.13032285244938974,-0.162537576753791,True,0.826064570489878,-0.00022929516963427033,0.0007999637322144228,5.081557316932763,SIMULATION_READY,passed
3,BTC,1345530,will-bitcoin-reach-80000-by-december-31-2026-195-842-488-785,57919935471407397521237084573781793510659396827525482575585173092467716045100,"Will Bitcoin reach $80,000 by December 31, 2026?",1,flow_momentum_4h,whale_flow_bucket,normal,0.54,80,48,32,-1,0.5833333333333334,0.59375,1.548356507725789e-05,0.0005706685625801525,0.5833333333333334,0.59375,-0.17140067399435874,-0.13032285244938974,-0.162537576753791,True,0.826064570489878,-0.00022929516963427033,0.0007999637322144228,5.081557316932763,SIMULATION_READY,passed
4,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,net_flow_usdc,all,all,1.0,129,77,52,-1,0.5324675324675324,0.6153846153846154,0.0005226709588021912,0.0010134462367705943,0.5324675324675324,0.6153846153846154,-0.14976724139196718,-0.254276379990427,-0.0849958360333052,True,0.8169991672066611,0.0003732483545646167,0.0006401978822059777,5.3758079744170875,SIMULATION_READY,passed
5,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,net_flow_usdc,active_wallet_bucket,high,0.9,129,77,52,-1,0.5324675324675324,0.6153846153846154,0.0005226709588021912,0.0010134462367705943,0.5324675324675324,0.6153846153846154,-0.14976724139196718,-0.254276379990427,-0.0849958360333052,True,0.8169991672066611,0.0003732483545646167,0.0006401978822059777,5.355807974417087,SIMULATION_READY,passed
6,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",1,net_flow_usdc,whale_flow_bucket,normal,0.9,129,77,52,-1,0.5324675324675324,0.6153846153846154,0.0005226709588021912,0.0010134462367705943,0.5324675324675324,0.6153846153846154,-0.14976724139196718,-0.254276379990427,-0.0849958360333052,True,0.8169991672066611,0.0003732483545646167,0.0006401978822059777,5.355807974417087,SIMULATION_READY,passed
7,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,net_flow_usdc,all,all,1.0,127,76,51,1,0.5263157894736842,0.5882352941176471,0.00033229214686299,0.0006377198958146705,0.5263157894736842,0.5882352941176471,0.17473078020604554,0.25421639019901343,0.34790322842324156,True,0.8508432780398028,4.283575042744895e-06,0.0006334363207719256,5.354001130429483,SIMULATION_READY,passed
8,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,net_flow_usdc,active_wallet_bucket,high,0.9,127,76,51,1,0.5263157894736842,0.5882352941176471,0.00033229214686299,0.0006377198958146705,0.5263157894736842,0.5882352941176471,0.17473078020604554,0.25421639019901343,0.34790322842324156,True,0.8508432780398028,4.283575042744895e-06,0.0006334363207719256,5.334001130429482,SIMULATION_READY,passed
9,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,net_flow_usdc,whale_flow_bucket,normal,0.9,127,76,51,1,0.5263157894736842,0.5882352941176471,0.00033229214686299,0.0006377198958146705,0.5263157894736842,0.5882352941176471,0.17473078020604554,0.25421639019901343,0.34790322842324156,True,0.8508432780398028,4.283575042744895e-06,0.0006334363207719256,5.334001130429482,SIMULATION_READY,passed
10,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,4,flow_momentum_4h,flow_direction,buy_dominant,0.54,58,34,24,1,0.6764705882352942,0.5416666666666666,0.0005297780147289445,0.002429401626035857,0.6764705882352942,0.5416666666666666,0.29342256310280934,0.14672466143794738,0.3097425138966356,True,0.8293449322875895,0.00033145925611960603,0.002097942369916251,4.020266739604173,WATCHLIST,passed
11,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,flow_momentum_4h,all,all,0.6,50,30,20,1,0.6,0.7,0.0008321101041367262,0.0017932770994060015,0.6,0.7,0.3192155038830821,0.21107484707049026,0.02020049807310681,True,0.8040400996146214,4.283575042744895e-06,0.0017889935243632566,4.181838804487273,WATCHLIST,passed
12,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,flow_momentum_4h,active_wallet_bucket,high,0.54,50,30,20,1,0.6,0.7,0.0008321101041367262,0.0017932770994060015,0.6,0.7,0.3192155038830821,0.21107484707049026,0.02020049807310681,True,0.8040400996146214,4.283575042744895e-06,0.0017889935243632566,4.169838804487273,WATCHLIST,passed
13,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,flow_momentum_4h,whale_flow_bucket,normal,0.54,50,30,20,1,0.6,0.7,0.0008321101041367262,0.0017932770994060015,0.6,0.7,0.3192155038830821,0.21107484707049026,0.02020049807310681,True,0.8040400996146214,4.283575042744895e-06,0.0017889935243632566,4.169838804487273,WATCHLIST,passed
14,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,4,flow_momentum_4h,all,all,0.6,77,46,31,1,0.5869565217391305,0.5483870967741935,0.00029823275388062036,0.0020704060824115337,0.5869565217391305,0.5483870967741935,0.27168892397446553,0.19516849672275446,0.3200170963508067,True,0.839033699344551,0.00033145925611960603,0.0017389468262919276,4.173597258151323,WATCHLIST,passed
15,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,4,flow_momentum_4h,active_wallet_bucket,high,0.54,77,46,31,1,0.5869565217391305,0.5483870967741935,0.00029823275388062036,0.0020704060824115337,0.5869565217391305,0.5483870967741935,0.27168892397446553,0.19516849672275446,0.3200170963508067,True,0.839033699344551,0.00033145925611960603,0.0017389468262919276,4.161597258151323,WATCHLIST,passed
16,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,4,flow_momentum_4h,whale_flow_bucket,normal,0.54,77,46,31,1,0.5869565217391305,0.5483870967741935,0.00029823275388062036,0.0020704060824115337,0.5869565217391305,0.5483870967741935,0.27168892397446553,0.19516849672275446,0.3200170963508067,True,0.839033699344551,0.00033145925611960603,0.0017389468262919276,4.161597258151323,WATCHLIST,passed
17,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,flow_momentum_4h,all,all,0.6,80,48,32,1,0.5416666666666666,0.5625,0.00045418533469241524,0.0014387907292667337,0.5416666666666666,0.5625,0.22714234944719752,0.22488113867172427,0.2213016496289267,True,0.8442603299257854,-8.052121073844867e-05,0.0015193119400051824,4.193122717926822,WATCHLIST,passed
18,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,flow_momentum_4h,active_wallet_bucket,high,0.54,80,48,32,1,0.5416666666666666,0.5625,0.00045418533469241524,0.0014387907292667337,0.5416666666666666,0.5625,0.22714234944719752,0.22488113867172427,0.2213016496289267,True,0.8442603299257854,-8.052121073844867e-05,0.0015193119400051824,4.181122717926821,WATCHLIST,passed
19,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,MegaETH market cap (FDV) >$1.5B one day after launch?,1,flow_momentum_4h,whale_flow_bucket,normal,0.54,80,48,32,1,0.5416666666666666,0.5625,0.00045418533469241524,0.0014387907292667337,0.5416666666666666,0.5625,0.22714234944719752,0.22488113867172427,0.2213016496289267,True,0.8442603299257854,-8.052121073844867e-05,0.0015193119400051824,4.181122717926821,WATCHLIST,passed
20,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",24,flow_momentum_4h,all,all,0.6,69,41,28,-1,0.5609756097560976,0.6071428571428571,1.9834752820977035e-05,0.0006389253462567906,0.5609756097560976,0.6071428571428571,-0.10815119061997568,-0.12186545254074398,nan,True,0.5,-0.0008351919179676293,0.00147411726422442,3.8191091671305983,WATCHLIST,passed
21,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",24,flow_momentum_4h,active_wallet_bucket,high,0.54,69,41,28,-1,0.5609756097560976,0.6071428571428571,1.9834752820977035e-05,0.0006389253462567906,0.5609756097560976,0.6071428571428571,-0.10815119061997568,-0.12186545254074398,nan,True,0.5,-0.0008351919179676293,0.00147411726422442,3.8071091671305983,WATCHLIST,passed
22,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",24,flow_momentum_4h,flow_direction,sell_dominant,0.54,69,41,28,-1,0.5609756097560976,0.6071428571428571,1.9834752820977035e-05,0.0006389253462567906,0.5609756097560976,0.6071428571428571,-0.10815119061997568,-0.12186545254074398,nan,True,0.5,-0.0008351919179676293,0.00147411726422442,3.8071091671305983,WATCHLIST,passed
23,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",24,flow_momentum_4h,whale_flow_bucket,normal,0.54,69,41,28,-1,0.5609756097560976,0.6071428571428571,1.9834752820977035e-05,0.0006389253462567906,0.5609756097560976,0.6071428571428571,-0.10815119061997568,-0.12186545254074398,nan,True,0.5,-0.0008351919179676293,0.00147411726422442,3.8071091671305983,WATCHLIST,passed
24,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",24,flow_momentum_4h,flow_direction,sell_dominant,0.54,63,37,26,-1,0.5675675675675675,0.6153846153846154,9.532493734098366e-05,0.002083936727745046,0.5675675675675675,0.6153846153846154,-0.053367591139880675,-0.3458846301807833,0.010933777660510225,True,0.502186755532102,0.0006534731362041818,0.001430463591540864,3.7570487046095056,WATCHLIST,passed
25,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,flow_momentum_4h,flow_direction,buy_dominant,0.54,46,27,19,1,0.5925925925925926,0.631578947368421,0.0005590744459139043,0.001403017544973636,0.5925925925925926,0.631578947368421,0.27104598763160603,nan,0.4184429004771744,True,0.5,4.283575042744895e-06,0.0013987339699308911,3.6109046887230205,WATCHLIST,passed
26,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,net_flow_usdc,all,all,1.0,81,48,33,1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,-0.00300326318770061,0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8732528970588485,WATCHLIST,passed
27,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,sell_volume_usdc,all,all,1.0,81,48,33,1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,-0.00300326318770061,0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8732528970588485,WATCHLIST,passed
28,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,abs_net_flow_usdc,all,all,0.9,81,48,33,-1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,0.00300326318770061,-0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8532528970588484,WATCHLIST,passed
29,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,net_flow_usdc,active_wallet_bucket,high,0.9,81,48,33,1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,-0.00300326318770061,0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8532528970588484,WATCHLIST,passed
30,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,net_flow_usdc,flow_direction,sell_dominant,0.9,81,48,33,1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,-0.00300326318770061,0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8532528970588484,WATCHLIST,passed
31,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,net_flow_usdc,whale_flow_bucket,normal,0.9,81,48,33,1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,-0.00300326318770061,0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8532528970588484,WATCHLIST,passed
32,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,sell_volume_usdc,active_wallet_bucket,high,0.9,81,48,33,1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,-0.00300326318770061,0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8532528970588484,WATCHLIST,passed
33,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,sell_volume_usdc,flow_direction,sell_dominant,0.9,81,48,33,1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,-0.00300326318770061,0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8532528970588484,WATCHLIST,passed
34,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,sell_volume_usdc,whale_flow_bucket,normal,0.9,81,48,33,1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,-0.00300326318770061,0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8532528970588484,WATCHLIST,passed
35,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,unique_active_wallets,all,all,0.9,81,48,33,-1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,nan,nan,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.8532528970588484,WATCHLIST,passed
36,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,abs_net_flow_usdc,active_wallet_bucket,high,0.81,81,48,33,-1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,0.00300326318770061,-0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.835252897058848,WATCHLIST,passed
37,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,abs_net_flow_usdc,flow_direction,sell_dominant,0.81,81,48,33,-1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,0.00300326318770061,-0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.835252897058848,WATCHLIST,passed
38,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,abs_net_flow_usdc,whale_flow_bucket,normal,0.81,81,48,33,-1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,0.00300326318770061,-0.022278911648032217,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.835252897058848,WATCHLIST,passed
39,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,unique_active_wallets,active_wallet_bucket,high,0.81,81,48,33,-1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,nan,nan,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.835252897058848,WATCHLIST,passed
40,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,unique_active_wallets,flow_direction,sell_dominant,0.81,81,48,33,-1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,nan,nan,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.835252897058848,WATCHLIST,passed
41,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,unique_active_wallets,whale_flow_bucket,normal,0.81,81,48,33,-1,0.4375,0.5757575757575758,3.096870181837475e-05,0.0004233704050117203,0.4375,0.5757575757575758,nan,nan,nan,True,0.5,-0.0006353183227067634,0.0010586887277184837,3.835252897058848,WATCHLIST,passed
42,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,buy_volume_usdc,all,all,1.0,42,25,17,-1,0.56,0.7647058823529411,0.0007136010642342069,0.0009679443678567295,0.56,0.7647058823529411,-0.16492000815800228,-0.2019623435880949,-0.1006367189446395,True,0.8201273437889279,-6.64405194550612e-05,0.0010343848873117908,4.176416085957168,WATCHLIST,passed
43,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,buy_volume_usdc,active_wallet_bucket,high,0.9,42,25,17,-1,0.56,0.7647058823529411,0.0007136010642342069,0.0009679443678567295,0.56,0.7647058823529411,-0.16492000815800228,-0.2019623435880949,-0.1006367189446395,True,0.8201273437889279,-6.64405194550612e-05,0.0010343848873117908,4.156416085957168,WATCHLIST,passed
44,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,buy_volume_usdc,flow_direction,buy_dominant,0.9,42,25,17,-1,0.56,0.7647058823529411,0.0007136010642342069,0.0009679443678567295,0.56,0.7647058823529411,-0.16492000815800228,-0.2019623435880949,-0.1006367189446395,True,0.8201273437889279,-6.64405194550612e-05,0.0010343848873117908,4.156416085957168,WATCHLIST,passed
45,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,buy_volume_usdc,whale_flow_bucket,normal,0.9,42,25,17,-1,0.56,0.7647058823529411,0.0007136010642342069,0.0009679443678567295,0.56,0.7647058823529411,-0.16492000815800228,-0.2019623435880949,-0.1006367189446395,True,0.8201273437889279,-6.64405194550612e-05,0.0010343848873117908,4.156416085957168,WATCHLIST,passed
46,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,net_flow_usdc,flow_direction,buy_dominant,0.9,42,25,17,-1,0.56,0.7647058823529411,0.0007136010642342069,0.0009679443678567295,0.56,0.7647058823529411,-0.16492000815800228,-0.2019623435880949,-0.1006367189446395,True,0.8201273437889279,-6.64405194550612e-05,0.0010343848873117908,4.156416085957168,WATCHLIST,passed
47,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,abs_net_flow_usdc,flow_direction,buy_dominant,0.81,42,25,17,-1,0.56,0.7647058823529411,0.0007136010642342069,0.0009679443678567295,0.56,0.7647058823529411,-0.16492000815800228,-0.2019623435880949,-0.1006367189446395,True,0.8201273437889279,-6.64405194550612e-05,0.0010343848873117908,4.138416085957168,WATCHLIST,passed
48,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",1,unique_active_wallets,flow_direction,buy_dominant,0.81,42,25,17,-1,0.56,0.7647058823529411,0.0007136010642342069,0.0009679443678567295,0.56,0.7647058823529411,nan,nan,nan,True,0.5,-6.64405194550612e-05,0.0010343848873117908,3.81828874216824,WATCHLIST,passed
49,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",4,net_flow_usdc,all,all,1.0,108,64,44,-1,0.5,0.5681818181818182,7.155602340534609e-06,4.0605022667834374e-05,0.5,0.5681818181818182,-0.11259208747858739,-0.30359358919087903,0.02083980885551897,True,0.5041679617711038,-0.0009176398628258503,0.0009582448854936847,4.032180575233477,WATCHLIST,passed
50,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",4,net_flow_usdc,active_wallet_bucket,high,0.9,108,64,44,-1,0.5,0.5681818181818182,7.155602340534609e-06,4.0605022667834374e-05,0.5,0.5681818181818182,-0.11259208747858739,-0.30359358919087903,0.02083980885551897,True,0.5041679617711038,-0.0009176398628258503,0.0009582448854936847,4.012180575233477,WATCHLIST,passed
51,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,"Will Ethereum reach $3,000 in April?",4,net_flow_usdc,whale_flow_bucket,normal,0.9,108,64,44,-1,0.5,0.5681818181818182,7.155602340534609e-06,4.0605022667834374e-05,0.5,0.5681818181818182,-0.11259208747858739,-0.30359358919087903,0.02083980885551897,True,0.5041679617711038,-0.0009176398628258503,0.0009582448854936847,4.012180575233477,WATCHLIST,passed
52,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",24,flow_momentum_4h,all,all,0.6,65,39,26,-1,0.5641025641025641,0.5769230769230769,0.00010427085421553285,0.001595909740381302,0.5641025641025641,0.5769230769230769,-0.03328350450442193,-0.33862177656374004,0.04619307402107091,True,0.5092386148042142,0.0006534731362041818,0.0009424366041771202,3.6215720894857917,WATCHLIST,passed
53,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",24,flow_momentum_4h,active_wallet_bucket,high,0.54,65,39,26,-1,0.5641025641025641,0.5769230769230769,0.00010427085421553285,0.001595909740381302,0.5641025641025641,0.5769230769230769,-0.03328350450442193,-0.33862177656374004,0.04619307402107091,True,0.5092386148042142,0.0006534731362041818,0.0009424366041771202,3.6095720894857917,WATCHLIST,passed
54,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,"Will MegaETH launch a token by June 30, 2026?",24,flow_momentum_4h,whale_flow_bucket,normal,0.54,65,39,26,-1,0.5641025641025641,0.5769230769230769,0.00010427085421553285,0.001595909740381302,0.5641025641025641,0.5769230769230769,-0.03328350450442193,-0.33862177656374004,0.04619307402107091,True,0.5092386148042142,0.0006534731362041818,0.0009424366041771202,3.6095720894857917,WATCHLIST,passed
55,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,sell_volume_usdc,all,all,1.0,79,47,32,1,0.5319148936170213,0.5625,0.0003341501193994582,0.0008876768350718246,0.5319148936170213,0.5625,0.013282699724209363,0.28158244672088306,-0.5090831708175177,True,0.5563164893441767,4.283575042744895e-06,0.0008833932600290798,3.8479951413499927,WATCHLIST,passed
56,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",1,net_flow_usdc,flow_direction,sell_dominant,0.9,79,47,32,1,0.5319148936170213,0.5625,0.0003341501193994582,0.0008876768350718246,0.5319148936170213,0.5625,0.013282699724209363,0.28158244672088306,-0.5090831708175177,True,0.5563164893441767,4.283575042744895e-06,0.0008833932600290798,3.8279951413499926,WATCHLIST,passed
