rank,asset,market_id,market_slug,token_id,horizon_hours,feature_name,segment_type,segment_value,final_grade,retained_after_dedup,rejection_reasons,sample_count,test_samples,unique_flow_hours,active_wallet_coverage,non_zero_net_flow_coverage,test_improvement_over_baseline,net_test_improvement_after_cost,test_win_rate,stability
1,ETH,1383662,will-megaeth-launch-a-token-by-june-30-2026-676-993-477,29601542826076048097538062468538667893425689293490219370577801090612691914945,24,flow_momentum_24h,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,2,1,1,1.0,1.0,0.00845251290029196,0.0044525129002919595,1.0,0.5
2,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,1,flow_momentum_24h,flow_direction,neutral,REJECTED,False,duplicate_segment_competition;insufficient_non_zero_net_flow_coverage;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,2,1,2,1.0,0.0,0.008063470256822513,0.0040634702568225125,1.0,0.5
3,ETH,1541748,megaeth-market-cap-fdv-600m-one-day-after-launch-185,4059022418536702873754043999793613981227320326515214315558101682042963701347,24,buy_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,2,1,1,1.0,1.0,0.00610072639749039,0.0021007263974903902,1.0,0.5
4,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,1,sell_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0055893471731514426,0.0015893471731514425,1.0,0.5
5,ETH,965261,megaeth-market-cap-fdv-1b-one-day-after-launch-gj9e-189-291-824-352,65375575037849886682769112267853604820362504640888829027195234577761014837492,4,sell_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,2,1,2,1.0,1.0,0.005329134090674122,0.001329134090674122,1.0,0.5
6,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,24,large_trade_count,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.00503543189181393,0.0010354318918139298,1.0,0.5
7,BTC,1339767,will-bitcoin-dip-to-50000-by-december-31-2026-454-325-222-878-949-487-451,13887983551129862992605123088744175927084435631400400451585519366058907542147,24,whale_flow_score,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.00503543189181393,0.0010354318918139298,1.0,0.5
8,BTC,2054828,will-bitcoin-reach-82500-in-april,94423609542225753670941582315634376847502597669978386106469977359775855278346,1,buy_volume_usdc,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,2,1,2,1.0,1.0,0.004649914121585594,0.0006499141215855937,1.0,0.5
9,BTC,2054828,will-bitcoin-reach-82500-in-april,94423609542225753670941582315634376847502597669978386106469977359775855278346,1,copy_flow_count,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,2,1,2,1.0,1.0,0.004649914121585594,0.0006499141215855937,1.0,0.5
10,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,1,flow_momentum_4h,flow_direction,neutral,REJECTED,False,duplicate_segment_competition;insufficient_non_zero_net_flow_coverage;insufficient_unique_flow_hours;low_sample_count,6,3,3,1.0,0.0,0.004508624419564764,0.0005086244195647641,0.6666666666666666,0.8016576058310362
11,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,1,large_trade_count,flow_direction,neutral,REJECTED,False,duplicate_segment_competition;insufficient_non_zero_net_flow_coverage;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,3,1.0,0.0,0.004508624419564764,0.0005086244195647641,0.6666666666666666,0.5016576058310361
12,ETH,556062,megaeth-market-cap-fdv-2b-one-day-after-launch-738-867-649-272-765-733,57301498276970257025109591078431189727442302532145853906375186182281603517458,1,unique_active_wallets,flow_direction,neutral,REJECTED,False,duplicate_segment_competition;insufficient_non_zero_net_flow_coverage;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,3,1.0,0.0,0.004508624419564764,0.0005086244195647641,0.6666666666666666,0.5
13,ETH,1541748,megaeth-market-cap-fdv-600m-one-day-after-launch-185,4059022418536702873754043999793613981227320326515214315558101682042963701347,24,flow_momentum_4h,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,10,4,6,1.0,1.0,0.004462908251177275,0.0004629082511772749,0.75,0.538242201657546
14,ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,24,large_trade_count,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,26,11,3,1.0,1.0,0.003953978881909434,-4.602111809056623e-05,0.6363636363636364,0.5
15,ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,24,whale_flow_score,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,26,11,3,1.0,1.0,0.003953978881909434,-4.602111809056623e-05,0.6363636363636364,0.5
16,BTC,2046596,will-bitcoin-dip-to-70000-in-april-118-383,61164236914146986359828847254786299084067796723356602631369559857342576477833,1,sell_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,2,1,2,1.0,1.0,0.003944410089238016,-5.5589910761984045e-05,1.0,0.5
17,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,24,flow_momentum_24h,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;weak_win_rate,8,4,4,1.0,1.0,0.00387603778816913,-0.00012396221183087015,0.5,0.9081885645030789
18,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,4,large_trade_count,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,23,10,2,1.0,1.0,0.003691912989028397,-0.00030808701097160326,0.7,0.5
19,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,4,whale_flow_score,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,23,10,2,1.0,1.0,0.003691912989028397,-0.00030808701097160326,0.7,0.5
20,ETH,1541748,megaeth-market-cap-fdv-600m-one-day-after-launch-185,4059022418536702873754043999793613981227320326515214315558101682042963701347,24,large_trade_count,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,7,3,4,1.0,1.0,0.003578113988869435,-0.000421886011130565,0.3333333333333333,0.5
21,ETH,1541748,megaeth-market-cap-fdv-600m-one-day-after-launch-185,4059022418536702873754043999793613981227320326515214315558101682042963701347,24,whale_flow_score,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,7,3,4,1.0,1.0,0.003578113988869435,-0.000421886011130565,0.3333333333333333,0.5
22,BTC,2054872,will-bitcoin-dip-to-75000-in-april,26801762170942219466743701418886989472469852165626050229581396042739972028617,24,flow_momentum_24h,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,3,1.0,1.0,0.0034880277304382475,-0.0005119722695617526,1.0,0.5
23,BTC,2054828,will-bitcoin-reach-82500-in-april,94423609542225753670941582315634376847502597669978386106469977359775855278346,1,sell_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,5,2,2,1.0,1.0,0.003446666966349477,-0.0005533330336505229,0.5,0.5
24,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,1,net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,11,5,1,1.0,1.0,0.0034258887059007833,-0.0005741112940992167,0.8,0.5
25,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,1,sell_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,11,5,1,1.0,1.0,0.0034258887059007833,-0.0005741112940992167,0.8,0.5
26,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,1,abs_net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,11,5,1,1.0,1.0,0.0034258887059007833,-0.0005741112940992167,0.8,0.5
27,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,1,unique_active_wallets,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,11,5,1,1.0,1.0,0.0034258887059007833,-0.0005741112940992167,0.8,0.5
28,BTC,701504,will-bitcoin-dip-to-25000-by-december-31-2026-948-243-253-666-115-787-981-282-573-719-186-417-762-754-486-851-278-145,58908160299895538838177673280060816284346493901538403975218911918392404378292,1,flow_momentum_4h,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,11,5,1,1.0,1.0,0.0034258887059007833,-0.0005741112940992167,0.8,0.5
29,BTC,2054828,will-bitcoin-reach-82500-in-april,94423609542225753670941582315634376847502597669978386106469977359775855278346,24,buy_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count,6,3,6,1.0,1.0,0.003390974491486424,-0.0006090255085135759,1.0,0.9944194616866013
30,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,1,whale_flow_score,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,7,3,3,1.0,1.0,0.0032530439014743845,-0.0007469560985256156,1.0,0.5
31,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,1,whale_flow_score,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,7,3,3,1.0,1.0,0.0032530439014743845,-0.0007469560985256156,1.0,0.5
32,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,1,whale_flow_score,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,7,3,3,1.0,1.0,0.0032530439014743845,-0.0007469560985256156,1.0,0.5
33,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,sell_volume_usdc,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
34,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
35,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,sell_volume_usdc,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
36,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,sell_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
37,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,sell_volume_usdc,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
38,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,abs_net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
39,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,unique_active_wallets,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
40,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,large_trade_count,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
41,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,whale_flow_score,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
42,BTC,1823769,will-bitcoin-reach-150k-in-april-2026,77276629954845974131206708639482331195080176051253233339450147891178665959820,24,flow_momentum_4h,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,2,1.0,1.0,0.0031597319241858813,-0.0008402680758141188,0.6666666666666666,0.5
43,ETH,1541748,megaeth-market-cap-fdv-600m-one-day-after-launch-185,4059022418536702873754043999793613981227320326515214315558101682042963701347,4,buy_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,2,1,1,1.0,1.0,0.003020298567594438,-0.0009797014324055622,1.0,0.5
44,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,buy_volume_usdc,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
45,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,net_flow_usdc,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
46,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,abs_net_flow_usdc,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
47,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,unique_active_wallets,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
48,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,large_trade_count,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
49,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,whale_flow_score,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
50,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,copy_flow_count,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
51,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,copy_flow_count,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
52,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,copy_flow_count,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
53,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,copy_flow_count,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
54,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,copy_flow_count,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
55,ETH,1299187,megaeth-market-cap-fdv-1pt5b-one-day-after-launch-371-844-879-681,59361386662140736273790755583050126642583489495616165418126619457111736694733,1,flow_momentum_4h,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,1,1.0,1.0,0.0029571321653038005,-0.0010428678346961996,1.0,0.5
56,BTC,2054828,will-bitcoin-reach-82500-in-april,94423609542225753670941582315634376847502597669978386106469977359775855278346,1,net_flow_usdc,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,3,1.0,1.0,0.0029421814020274143,-0.0010578185979725858,1.0,0.5
57,BTC,2054828,will-bitcoin-reach-82500-in-april,94423609542225753670941582315634376847502597669978386106469977359775855278346,1,flow_momentum_24h,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,3,2,3,1.0,1.0,0.0029421814020274143,-0.0010578185979725858,1.0,0.5
58,BTC,2054828,will-bitcoin-reach-82500-in-april,94423609542225753670941582315634376847502597669978386106469977359775855278346,24,large_trade_count,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,3,1.0,1.0,0.0028677221218978088,-0.0011322778781021913,0.6666666666666666,0.5
59,BTC,2054828,will-bitcoin-reach-82500-in-april,94423609542225753670941582315634376847502597669978386106469977359775855278346,24,whale_flow_score,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,6,3,3,1.0,1.0,0.0028677221218978088,-0.0011322778781021913,0.6666666666666666,0.5
60,BTC,1393070,will-bitcoin-reach-1000000-by-december-31-2026-946,18571303954259773157233385333455041418270179723020753158306812650937565180666,1,sell_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,7,3,1,1.0,1.0,0.002731764767091703,-0.0012682352329082972,0.6666666666666666,0.5
61,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,sell_volume_usdc,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;weak_win_rate,108,44,6,1.0,1.0,0.0027253038217649964,-0.0012746961782350037,0.5,0.8432874339022485
62,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;weak_win_rate,108,44,6,1.0,1.0,0.0027253038217649964,-0.0012746961782350037,0.5,0.8432874339022485
63,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,sell_volume_usdc,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;weak_win_rate,108,44,6,1.0,1.0,0.0027253038217649964,-0.0012746961782350037,0.5,0.8432874339022485
64,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,sell_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;weak_win_rate,108,44,6,1.0,1.0,0.0027253038217649964,-0.0012746961782350037,0.5,0.8432874339022485
65,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,sell_volume_usdc,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;weak_win_rate,108,44,6,1.0,1.0,0.0027253038217649964,-0.0012746961782350037,0.5,0.8432874339022485
66,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,abs_net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;weak_win_rate,108,44,6,1.0,1.0,0.0027253038217649964,-0.0012746961782350037,0.5,0.8432874339022485
67,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,unique_active_wallets,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,108,44,6,1.0,1.0,0.0027253038217649964,-0.0012746961782350037,0.5,0.5
68,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,4,sell_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,4,2,2,1.0,1.0,0.0026882654893839227,-0.0013117345106160774,0.5,0.5
69,ETH,1541748,megaeth-market-cap-fdv-600m-one-day-after-launch-185,4059022418536702873754043999793613981227320326515214315558101682042963701347,24,net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,10,4,6,1.0,1.0,0.002620577320021252,-0.0013794226799787482,0.25,0.538242201657546
70,ETH,1541748,megaeth-market-cap-fdv-600m-one-day-after-launch-185,4059022418536702873754043999793613981227320326515214315558101682042963701347,24,sell_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,10,4,6,1.0,1.0,0.002620577320021252,-0.0013794226799787482,0.25,0.538242201657546
