rank,asset,market_id,market_slug,token_id,horizon_hours,feature_name,segment_type,segment_value,final_grade,retained_after_dedup,rejection_reasons,sample_count,test_samples,unique_flow_hours,active_wallet_coverage,non_zero_net_flow_coverage,test_improvement_over_baseline,net_test_improvement_after_cost,test_win_rate,stability
159,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,unique_active_wallets,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,405,162,29,1.0,1.0,0.002096387752011442,-0.001903612247988558,0.5123456790123457,0.0
160,ETH,1541748,megaeth-market-cap-fdv-600m-one-day-after-launch-185,4059022418536702873754043999793613981227320326515214315558101682042963701347,4,flow_momentum_4h,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;weak_win_rate,10,4,6,1.0,1.0,0.0020912109759544215,-0.0019087890240455786,0.5,0.8809004726589944
161,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,flow_momentum_24h,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,267,107,11,1.0,1.0,0.0020614844515246394,-0.0019385155484753606,0.5046728971962616,0.0
162,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,flow_momentum_24h,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,267,107,11,1.0,1.0,0.0020614844515246394,-0.0019385155484753606,0.5046728971962616,0.0
163,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,flow_momentum_24h,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,267,107,11,1.0,1.0,0.0020614844515246394,-0.0019385155484753606,0.5046728971962616,0.0
164,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,1,flow_momentum_24h,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,267,107,11,1.0,1.0,0.0020614844515246394,-0.0019385155484753606,0.5046728971962616,0.0
165,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,4,whale_flow_score,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,7,3,3,1.0,1.0,0.002042455633448417,-0.0019575443665515832,0.3333333333333333,0.5
166,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,4,whale_flow_score,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,7,3,3,1.0,1.0,0.002042455633448417,-0.0019575443665515832,0.3333333333333333,0.5
167,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,4,whale_flow_score,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,7,3,3,1.0,1.0,0.002042455633448417,-0.0019575443665515832,0.3333333333333333,0.5
168,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,24,sell_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,4,2,2,1.0,1.0,0.0020402296552125524,-0.0019597703447874477,0.5,0.5
169,BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,1,large_trade_count,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,53,22,3,1.0,1.0,0.0019884389592077613,-0.0020115610407922388,0.5,0.5
170,BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,1,whale_flow_score,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,53,22,3,1.0,1.0,0.0019884389592077613,-0.0020115610407922388,0.5,0.5
171,BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,1,large_trade_count,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,53,22,3,1.0,1.0,0.0019884389592077613,-0.0020115610407922388,0.5,0.5
172,BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,1,large_trade_count,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,53,22,3,1.0,1.0,0.0019884389592077613,-0.0020115610407922388,0.5,0.5
173,BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,1,large_trade_count,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,53,22,3,1.0,1.0,0.0019884389592077613,-0.0020115610407922388,0.5,0.5
174,BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,1,whale_flow_score,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,53,22,3,1.0,1.0,0.0019884389592077613,-0.0020115610407922388,0.5,0.5
175,BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,1,whale_flow_score,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,53,22,3,1.0,1.0,0.0019884389592077613,-0.0020115610407922388,0.5,0.5
176,BTC,1823784,will-bitcoin-dip-to-40k-in-april-2026-795-619,98951083891762751529749372132438032148715175020829409124970659708693351854318,1,whale_flow_score,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,53,22,3,1.0,1.0,0.0019884389592077613,-0.0020115610407922388,0.5,0.5
177,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,24,sell_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,7,3,2,1.0,1.0,0.0019878451356998552,-0.002012154864300145,0.6666666666666666,0.5
178,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,24,large_trade_count,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,19,8,3,1.0,1.0,0.0019826892902075604,-0.0020173107097924397,0.625,0.5
179,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,24,large_trade_count,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,19,8,3,1.0,1.0,0.0019826892902075604,-0.0020173107097924397,0.625,0.5
180,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,24,large_trade_count,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,19,8,3,1.0,1.0,0.0019826892902075604,-0.0020173107097924397,0.625,0.5
181,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,4,flow_momentum_4h,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;weak_win_rate,241,97,19,1.0,1.0,0.001981228923751749,-0.002018771076248251,0.5670103092783505,0.8134062479751056
182,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,1,large_trade_count,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,23,10,2,1.0,1.0,0.0019605839927661606,-0.0020394160072338395,0.7,0.5
183,ETH,1823794,will-ethereum-reach-3000-in-april-2026,98694887273478515891138203442549017191281454470497426834485838288268569808164,1,whale_flow_score,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,23,10,2,1.0,1.0,0.0019605839927661606,-0.0020394160072338395,0.7,0.5
184,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,1,large_trade_count,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,7,3,3,1.0,1.0,0.0019504419022266062,-0.002049558097773394,0.6666666666666666,0.5
185,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,1,large_trade_count,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,7,3,3,1.0,1.0,0.0019504419022266062,-0.002049558097773394,0.6666666666666666,0.5
186,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,1,large_trade_count,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,7,3,3,1.0,1.0,0.0019504419022266062,-0.002049558097773394,0.6666666666666666,0.5
187,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,buy_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,1,0,1,1.0,1.0,0.001936546904493497,-0.002063453095506503,0.0,0.0
188,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,sell_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,1,0,1,1.0,1.0,0.001936546904493497,-0.002063453095506503,0.0,0.0
189,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,buy_volume_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,369,148,6,1.0,1.0,0.001899616090274975,-0.0021003839097250253,0.5337837837837838,0.0
190,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,net_flow_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,369,148,6,1.0,1.0,0.001899616090274975,-0.0021003839097250253,0.5337837837837838,0.0
191,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,abs_net_flow_usdc,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,369,148,6,1.0,1.0,0.001899616090274975,-0.0021003839097250253,0.5337837837837838,0.0
192,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,unique_active_wallets,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,369,148,6,1.0,1.0,0.001899616090274975,-0.0021003839097250253,0.5337837837837838,0.0
193,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,net_flow_usdc,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0018957763336764242,-0.002104223666323576,0.5302013422818792,0.0
194,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,net_flow_usdc,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0018957763336764242,-0.002104223666323576,0.5302013422818792,0.0
195,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,net_flow_usdc,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0018957763336764242,-0.002104223666323576,0.5302013422818792,0.0
196,ETH,1373744,megaeth-market-cap-fdv-800m-one-day-after-launch-987-114-655,61268780060811317912125567165718241493378747385698282791855508063291413917546,4,flow_momentum_24h,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,14,6,2,1.0,1.0,0.0018767005626676239,-0.0021232994373323764,0.6666666666666666,0.5
197,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,abs_net_flow_usdc,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0018740080069537682,-0.002125991993046232,0.5302013422818792,0.0
198,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,unique_active_wallets,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0018740080069537682,-0.002125991993046232,0.5302013422818792,0.0
199,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,abs_net_flow_usdc,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0018740080069537682,-0.002125991993046232,0.5302013422818792,0.0
200,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,abs_net_flow_usdc,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0018740080069537682,-0.002125991993046232,0.5302013422818792,0.0
201,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,unique_active_wallets,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0018740080069537682,-0.002125991993046232,0.5302013422818792,0.0
202,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,unique_active_wallets,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0018740080069537682,-0.002125991993046232,0.5302013422818792,0.0
203,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,buy_volume_usdc,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,370,148,7,1.0,1.0,0.0018632389417504833,-0.002136761058249517,0.527027027027027,0.0
204,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,buy_volume_usdc,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,370,148,7,1.0,1.0,0.0018632389417504833,-0.002136761058249517,0.527027027027027,0.0
205,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,buy_volume_usdc,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,370,148,7,1.0,1.0,0.0018632389417504833,-0.002136761058249517,0.527027027027027,0.0
206,BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,1,sell_volume_usdc,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,80,32,8,1.0,1.0,0.0018511381972233791,-0.002148861802776621,0.375,0.0
207,BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,1,net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,80,32,8,1.0,1.0,0.0018511381972233791,-0.002148861802776621,0.375,0.0
208,BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,1,sell_volume_usdc,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,80,32,8,1.0,1.0,0.0018511381972233791,-0.002148861802776621,0.375,0.0
209,BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,1,sell_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,80,32,8,1.0,1.0,0.0018511381972233791,-0.002148861802776621,0.375,0.0
210,BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,1,sell_volume_usdc,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,80,32,8,1.0,1.0,0.0018511381972233791,-0.002148861802776621,0.375,0.0
211,BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,1,abs_net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,80,32,8,1.0,1.0,0.0018511381972233791,-0.002148861802776621,0.375,0.0
212,BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,1,unique_active_wallets,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,80,32,8,1.0,1.0,0.0018511381972233791,-0.002148861802776621,0.375,0.0
213,BTC,1823786,will-bitcoin-dip-to-30k-in-april-2026-724-192,84771301702351303074871180279903621715509085776274806851229789863791098403148,1,flow_momentum_4h,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,80,32,8,1.0,1.0,0.0018511381972233791,-0.002148861802776621,0.375,0.0
214,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,24,flow_momentum_24h,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,129,52,1,1.0,1.0,0.0018363372599716787,-0.0021636627400283214,0.5576923076923077,0.5
215,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,24,flow_momentum_24h,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,129,52,1,1.0,1.0,0.0018363372599716787,-0.0021636627400283214,0.5576923076923077,0.5
216,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,24,flow_momentum_24h,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,129,52,1,1.0,1.0,0.0018363372599716787,-0.0021636627400283214,0.5576923076923077,0.5
217,BTC,701491,will-bitcoin-reach-150000-by-december-31-2026-557-246-971,9408196828451163378822245032645030045707991112669125056198742225498158094445,24,flow_momentum_24h,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,129,52,1,1.0,1.0,0.0018363372599716787,-0.0021636627400283214,0.5576923076923077,0.5
218,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,1,flow_momentum_24h,copy_flow_bucket,present,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count,8,4,6,1.0,1.0,0.0018354516481378362,-0.002164548351862164,0.75,0.8923058920701366
219,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,4,net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,25,10,2,1.0,1.0,0.0018349728944145475,-0.0021650271055854526,0.6,0.5
220,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,4,sell_volume_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,25,10,2,1.0,1.0,0.0018349728944145475,-0.0021650271055854526,0.6,0.5
221,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,4,abs_net_flow_usdc,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,25,10,2,1.0,1.0,0.0018349728944145475,-0.0021650271055854526,0.6,0.5
222,XRP,1823907,will-xrp-dip-to-1-in-april-2026,100486776543789753604313132714049178819643221848759068035081318302712172295545,4,unique_active_wallets,flow_direction,sell_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,25,10,2,1.0,1.0,0.0018349728944145475,-0.0021650271055854526,0.6,0.5
223,BTC,2054872,will-bitcoin-dip-to-75000-in-april,26801762170942219466743701418886989472469852165626050229581396042739972028617,4,flow_momentum_24h,flow_direction,neutral,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_non_zero_net_flow_coverage;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior,7,3,3,1.0,0.0,0.0018330593841708633,-0.002166940615829137,1.0,0.5
224,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,flow_momentum_4h,flow_direction,buy_dominant,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,369,148,6,1.0,1.0,0.0017848810018516984,-0.0022151189981483017,0.4797297297297297,0.0
225,ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,24,whale_flow_score,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,46,19,4,1.0,1.0,0.001765551043870893,-0.0022344489561291073,0.47368421052631576,0.5255288820979982
226,ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,24,whale_flow_score,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,46,19,4,1.0,1.0,0.001765551043870893,-0.0022344489561291073,0.47368421052631576,0.5255288820979982
227,ETH,1823808,will-ethereum-dip-to-200-in-april-2026,45066766949965778603315663573010696695673430548613485477519584798737825506732,24,whale_flow_score,whale_flow_bucket,normal,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;low_sample_count;unstable_train_test_behavior;weak_win_rate,46,19,4,1.0,1.0,0.001765551043870893,-0.0022344489561291073,0.47368421052631576,0.5255288820979982
228,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,flow_momentum_4h,all,all,REJECTED,True,improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0017600429526809834,-0.0022399570473190166,0.47651006711409394,0.0
229,BTC,824952,microstrategy-sells-any-bitcoin-by-december-31-2026,111128191581505463501777127559667396812474366956707382672202929745167742497287,1,flow_momentum_4h,active_wallet_bucket,high,REJECTED,False,duplicate_segment_competition;improvement_below_cost_buffer;insufficient_unique_flow_hours;unstable_train_test_behavior;weak_win_rate,371,149,8,1.0,1.0,0.0017600429526809834,-0.0022399570473190166,0.47651006711409394,0.0
